,,,,,,,,,,,,,,,,Ultraserv Automated Services
,,,,,,,,,,,,,,,,"16722 Parkside Ave, "
,,,,,,,,,,,,,,,,"Cerritos, CA, 90703"
Sales By Products Report,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Start Date,,,,End Date,,,,,,,,,,,Report Date,
2025-09-01,,,,2025-09-30,,,,,,,,,,,12-02-2025 20:51:57 PST,
,,,,,,,,,,,,,,,,
Micromarket,Product,Category,Cost,Selling Price,Total Sold,Total Sales,Sales Tax,Container Deposit,Other Tax,Other Fees,COGS,Subsidy,Gift Amount,Gross Sales,Total COGS,
Best Western Hesperia Victorville Suites,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,2,8.5,0.66,0.1,0,0,2.54,,0,9.26,3.3,
Best Western Hesperia Victorville Suites,Coke 20oz,Bev 20 Oz Bottle,1.28,2.55,8,20.4,1.58,0.4,0,0,10.24,,0,22.38,12.22,
Best Western Hesperia Victorville Suites,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,8,34,2.64,0.4,0,0,10.24,,0,37.04,13.28,
Motel 6 Anaheim Maingate Market,Coke 20oz,Bev 20 Oz Bottle,1.27,5,22,110,8.53,1.1,0,0,27.94,,0,119.62,37.56,
Motel 6 Anaheim Maingate Market,Coke 20oz,Bev 20 Oz Bottle,1.28,5,64,320,24.8,3.2,0,0,81.92,,0,348,109.92,
Holiday Inn Express & Suites Barstow,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,7,29.75,2.6,0.35,0,0,8.89,,0,32.7,11.84,
Holiday Inn Express & Suites Barstow,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,13,55.25,4.83,0.65,0,0,16.64,,0,60.73,22.12,
Crowne Plaza Costa Mesa Orange County,Coke 20oz,Bev 20 Oz Bottle,1.27,5,6,30,2.33,0.3,0,0,7.62,,0,32.62,10.25,
Crowne Plaza Costa Mesa Orange County,Coke 20oz,Bev 20 Oz Bottle,1.28,3,1,3,0.23,0.05,0,0,1.28,,0,3.28,1.56,
Crowne Plaza Costa Mesa Orange County,Coke 20oz,Bev 20 Oz Bottle,1.28,5,26,130,10.08,1.3,0,0,33.28,,0,141.38,44.66,
Hampton Inn & Suites Barstow,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,3,12.75,1.12,0.15,0,0,3.81,,0,14.02,5.08,
Hampton Inn & Suites Barstow,Coke 20oz,Bev 20 Oz Bottle,1.28,2.55,5,12.75,1.12,0.25,0,0,6.4,,0,14.12,7.77,
Hampton Inn & Suites Barstow,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,5,21.25,1.86,0.25,0,0,6.4,,0,23.36,8.51,
Holiday Inn Oceanside Camp Pendleton Area,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,8,34,2.8,0.4,0,0,10.16,,0,37.2,13.36,
Holiday Inn Oceanside Camp Pendleton Area,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,12,51,4.21,0.6,0,0,15.36,,0,55.81,20.17,
Homewood Suites by Hilton Carlsbad,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,3,12.75,0.99,0.15,0,0,3.81,,0,13.89,4.95,
Homewood Suites by Hilton Carlsbad,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,17,72.25,5.6,0.85,0,0,21.76,,0,78.7,28.21,
Holiday Inn Express & Suites Ventura,Coke 20oz,Bev 20 Oz Bottle,1.27,2.55,1,2.55,0.2,0.05,0,0,1.27,,0,2.8,1.52,
Holiday Inn Express & Suites Ventura,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,12,51,3.95,0.6,0,0,15.24,,0,55.55,19.79,
Holiday Inn Express & Suites Ventura,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,34,144.5,11.2,1.7,0,0,43.52,,0,157.4,56.42,
Holiday Inn Express Port Hueneme,Coke 20oz,Bev 20 Oz Bottle,1.27,2.55,1,2.55,0.22,0.05,0,0,1.27,,0,2.82,1.54,
Holiday Inn Express Port Hueneme,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,4,17,1.49,0.2,0,0,5.08,,0,18.69,6.77,
Holiday Inn Express Port Hueneme,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,18,76.5,6.69,0.9,0,0,23.04,,0,84.09,30.63,
Staybridge Suites Oxnard River Ridge,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,19,80.75,7.47,0.95,0,0,24.13,,0,89.17,32.55,
Staybridge Suites Oxnard River Ridge,Coke 20oz,Bev 20 Oz Bottle,1.28,2.55,1,2.55,0.24,0.05,0,0,1.28,,0,2.84,1.57,
Staybridge Suites Oxnard River Ridge,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,31,131.75,12.19,1.55,0,0,39.68,,0,145.49,53.42,
Staybridge Suites Palmdale,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,12,51,5.74,0.6,0,0,15.24,,0,57.34,21.58,
Staybridge Suites Palmdale,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,29,123.25,13.87,1.45,0,0,37.12,,0,138.57,52.44,
WorldMark Big Bear,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,2,8.5,0.66,0.1,0,0,2.54,,0,9.26,3.3,
WorldMark Big Bear,Coke 20oz,Bev 20 Oz Bottle,1.28,2.55,1,2.55,0.2,0.05,0,0,1.28,,0,2.8,1.53,
WorldMark Big Bear,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,2,8.5,0.66,0.1,0,0,2.56,,0,9.26,3.32,
WorldMark Palm Springs,Coke 20oz,Bev 20 Oz Bottle,1.27,2.7,1,2.7,0.25,0.05,0,0,1.27,,0,3,1.57,
WorldMark Palm Springs,Coke 20oz,Bev 20 Oz Bottle,1.27,4.5,2,9,0.83,0.1,0,0,2.54,,0,9.93,3.47,
WorldMark Palm Springs,Coke 20oz,Bev 20 Oz Bottle,1.28,2.7,3,8.1,0.75,0.15,0,0,3.84,,0,9,4.74,
WorldMark Palm Springs,Coke 20oz,Bev 20 Oz Bottle,1.28,4.5,9,40.5,3.75,0.45,0,0,11.52,,0,44.7,15.72,
Comfort Inn - Encinitas Near Legoland,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,2,8.5,0.66,0.1,0,0,2.54,,0,9.26,3.3,
Comfort Inn - Encinitas Near Legoland,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,8,34,2.64,0.4,0,0,10.24,,0,37.04,13.28,
Best Western Plus Meridian Market,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,11,46.75,3.62,0.55,0,0,13.97,,0,50.92,18.14,
Best Western Plus Meridian Market,Coke 20oz,Bev 20 Oz Bottle,1.28,2.55,1,2.55,0.2,0.05,0,0,1.28,,0,2.8,1.53,
Best Western Plus Meridian Market,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,41,174.25,13.51,2.05,0,0,52.48,,0,189.81,68.04,
