Location,Product ID,Quantity_Start,Quantity_End,Total_Depletion,Sales_Quantity,Sales_Value,Known_Adjustments_Qty,Shrinkage_Qty,Implied_Unit_Price,Shrinkage_Value
Best Western Plus Meridian Market,PC11157,,,,78.0,343.0,6.0,,4.397435897435898,
Best Western Plus Meridian Market,PC14014,,,,13.0,143.91,3.0,,11.07,
Best Western Plus Meridian Market,PC14016,,,,37.0,215.75,12.0,,5.831081081081081,
Best Western Plus Meridian Market,PC16271,,,,42.0,245.5,26.0,,5.845238095238095,
Best Western Plus Meridian Market,PC16501,,,,6.0,62.32,5.0,,10.386666666666667,
Best Western Plus Meridian Market,PC16506,,,,12.0,33.55,7.0,,2.795833333333333,
Best Western Plus Meridian Market,PC16533,,,,42.0,139.0,7.0,,3.3095238095238093,
Best Western Plus Meridian Market,PC16535,,,,23.0,76.25,3.0,,3.3152173913043477,
Best Western Plus Meridian Market,PC19076,,,,13.0,55.5,2.0,,4.269230769230769,
Best Western Plus Meridian Market,PC21186,,,,29.0,322.35,3.0,,11.115517241379312,
Best Western Plus Meridian Market,PC21853,,,,34.0,211.5,12.0,,6.220588235294118,
Best Western Plus Meridian Market,PC21854,,,,12.0,66.0,4.0,,5.5,
Best Western Plus Meridian Market,PC21863,,,,6.0,33.75,0.0,,5.625,
Best Western Plus Park Place Anaheim,AVR00156,,,,21.0,141.75,4.0,,6.75,
Best Western Plus Park Place Anaheim,AVR06055,,,,17.0,60.75,3.0,,3.573529411764706,
Best Western Plus Park Place Anaheim,AVR14634,,,,48.0,201.3,6.0,,4.1937500000000005,
Best Western Plus Park Place Anaheim,AVR14655,,,,47.0,235.0,3.0,,5.0,
Best Western Plus Park Place Anaheim,AVR15434,,,,16.0,74.5,0.0,,4.65625,
Best Western Plus Park Place Anaheim,AVR15436,,,,26.0,122.5,0.0,,4.711538461538462,
Best Western Plus Park Place Anaheim,AVR16058,,,,7.0,31.5,3.0,,4.5,
Best Western Plus Park Place Anaheim,AVR16059,,,,16.0,71.0,0.0,,4.4375,
Best Western Plus Park Place Anaheim,AVR16128,,,,7.0,57.75,6.0,,8.25,
Best Western Plus Park Place Anaheim,AVR17246,,,,34.0,221.0,14.0,,6.5,
Best Western Plus Park Place Anaheim,AVR17394,,,,12.0,63.0,2.0,,5.25,
Best Western Plus Park Place Anaheim,AVR17700,,,,87.0,565.5,6.0,,6.5,
Best Western Plus Park Place Anaheim,AVR17709,,,,7.0,94.5,6.0,,13.5,
Best Western Plus Park Place Anaheim,AVR18525,,,,7.0,50.75,25.0,,7.25,
Best Western Plus Park Place Anaheim,AVR18526,,,,38.0,228.0,15.0,,6.0,
Best Western Plus Park Place Anaheim,AVR18528,,,,129.0,774.0,18.0,,6.0,
Best Western Plus Park Place Anaheim,AVR18758,,,,59.0,427.75,24.0,,7.25,
Best Western Plus Park Place Anaheim,AVR18805,,,,22.0,258.5,2.0,,11.75,
Best Western Plus Park Place Anaheim,AVR18857,,,,14.0,87.5,4.0,,6.25,
Best Western Plus Park Place Anaheim,AVR19515,,,,4.0,109.96,5.0,,27.49,
Best Western Plus Park Place Anaheim,AVR19517,,,,6.0,134.94,3.0,,22.49,
Best Western Plus Park Place Anaheim,AVR19716,,,,4.0,107.46,0.0,,26.865,
Best Western Plus Park Place Anaheim,AVR20024,,,,1.0,9.0,0.0,,9.0,
Best Western Plus Park Place Anaheim,AVR20365,,,,3.0,71.97,0.0,,23.99,
Best Western Plus Park Place Anaheim,AVR20367,,,,5.0,119.95,0.0,,23.990000000000002,
Best Western Plus Park Place Anaheim,AVR20368,,,,3.0,71.97,0.0,,23.99,
Best Western Plus Park Place Anaheim,AVR20369,,,,5.0,149.95,0.0,,29.99,
Best Western Plus Park Place Anaheim,AVR20373,,,,3.0,89.97,0.0,,29.99,
Best Western Plus Park Place Anaheim,AVR20374,,,,4.0,119.96,0.0,,29.99,
Best Western Plus Park Place Anaheim,AVR20385,,,,4.0,99.96,0.0,,24.99,
Best Western Plus Park Place Anaheim,AVR20386,,,,1.0,24.99,0.0,,24.99,
Best Western Plus Park Place Anaheim,AVR20390,,,,1.0,9.99,0.0,,9.99,
Best Western Plus Park Place Anaheim,AVR20393,,,,2.0,19.98,1.0,,9.99,
Best Western Plus Park Place Anaheim,AVR20396,,,,4.0,39.96,1.0,,9.99,
Best Western Plus Park Place Anaheim,AVR20398,,,,4.0,39.96,1.0,,9.99,
Best Western Plus Park Place Anaheim,AVR20399,,,,6.0,59.940000000000005,5.0,,9.99,
Best Western Plus Park Place Anaheim,AVR20400,,,,3.0,29.97,0.0,,9.99,
Best Western Plus Park Place Anaheim,AVR20402,,,,5.0,104.95,0.0,,20.990000000000002,
Best Western Plus Park Place Anaheim,AVR20403,,,,5.0,104.95,0.0,,20.990000000000002,
Best Western Plus Park Place Anaheim,AVR21355,,,,1.0,24.99,0.0,,24.99,
Best Western Plus Park Place Anaheim,AVR23097,,,,27.0,155.25,3.0,,5.75,
Best Western Plus Park Place Anaheim,AVR23602,,,,5.0,25.0,4.0,,5.0,
Best Western Plus Park Place Anaheim,AVR26295,,,,2.0,41.98,0.0,,20.99,
Best Western Plus Park Place Anaheim,PC00885,,,,147.0,729.0,13.0,,4.959183673469388,
Best Western Plus Park Place Anaheim,PC00886,,,,119.0,595.0,2.0,,5.0,
Best Western Plus Park Place Anaheim,PC00887,,,,112.0,556.0,26.0,,4.964285714285714,
Best Western Plus Park Place Anaheim,PC00888,,,,325.0,1950.0,50.0,,6.0,
Best Western Plus Park Place Anaheim,PC00889,,,,26.0,110.0,12.0,,4.230769230769231,
Best Western Plus Park Place Anaheim,PC10726,,,,632.0,5372.0,106.0,,8.5,
Best Western Plus Park Place Anaheim,PC10788,,,,40.0,260.0,5.0,,6.5,
Best Western Plus Park Place Anaheim,PC10789,,,,50.0,325.0,7.0,,6.5,
Best Western Plus Park Place Anaheim,PC10790,,,,111.0,553.0,6.0,,4.981981981981982,
Best Western Plus Park Place Anaheim,PC10793,,,,129.0,645.0,14.0,,5.0,
Best Western Plus Park Place Anaheim,PC10798,,,,111.0,718.9,12.0,,6.476576576576576,
Best Western Plus Park Place Anaheim,PC10806,,,,42.0,210.0,19.0,,5.0,
Best Western Plus Park Place Anaheim,PC10811,,,,124.0,806.0,25.0,,6.5,
Best Western Plus Park Place Anaheim,PC10825,,,,96.0,621.4,43.0,,6.472916666666666,
Best Western Plus Park Place Anaheim,PC10827,,,,59.0,383.5,0.0,,6.5,
Best Western Plus Park Place Anaheim,PC10831,,,,28.0,189.0,8.0,,6.75,
Best Western Plus Park Place Anaheim,PC10832,,,,16.0,108.0,3.0,,6.75,
Best Western Plus Park Place Anaheim,PC10850,,,,52.0,324.0,15.0,,6.230769230769231,
Best Western Plus Park Place Anaheim,PC10851,,,,13.0,74.75,2.0,,5.75,
Best Western Plus Park Place Anaheim,PC10852,,,,7.0,43.75,1.0,,6.25,
Best Western Plus Park Place Anaheim,PC10856,,,,4.0,24.0,0.0,,6.0,
Best Western Plus Park Place Anaheim,PC10859,,,,23.0,142.75,2.0,,6.206521739130435,
Best Western Plus Park Place Anaheim,PC10866,,,,14.0,86.5,5.0,,6.178571428571429,
Best Western Plus Park Place Anaheim,PC10880,,,,1.0,6.75,2.0,,6.75,
Best Western Plus Park Place Anaheim,PC10881,,,,9.0,60.75,0.0,,6.75,
Best Western Plus Park Place Anaheim,PC10888,,,,16.0,99.0,1.0,,6.1875,
Best Western Plus Park Place Anaheim,PC10889,,,,61.0,253.65,34.0,,4.158196721311476,
Best Western Plus Park Place Anaheim,PC10891,,,,45.0,187.35,29.0,,4.163333333333333,
Best Western Plus Park Place Anaheim,PC10892,,,,44.0,186.0,45.0,,4.2272727272727275,
Best Western Plus Park Place Anaheim,PC10893,,,,62.0,254.0,26.0,,4.096774193548387,
Best Western Plus Park Place Anaheim,PC10895,,,,24.0,89.5,2.0,,3.7291666666666665,
Best Western Plus Park Place Anaheim,PC10897,,,,7.0,61.25,6.0,,8.75,
Best Western Plus Park Place Anaheim,PC10899,,,,9.0,47.25,3.0,,5.25,
Best Western Plus Park Place Anaheim,PC10906,,,,7.0,43.75,2.0,,6.25,
Best Western Plus Park Place Anaheim,PC10907,,,,67.0,582.75,1.0,,8.697761194029852,
Best Western Plus Park Place Anaheim,PC10909,,,,53.0,278.25,4.0,,5.25,
Best Western Plus Park Place Anaheim,PC10923,,,,7.0,28.0,2.0,,4.0,
Best Western Plus Park Place Anaheim,PC10925,,,,15.0,59.85,30.0,,3.99,
Best Western Plus Park Place Anaheim,PC10931,,,,46.0,183.6,4.0,,3.991304347826087,
Best Western Plus Park Place Anaheim,PC10932,,,,59.0,249.75,20.0,,4.233050847457627,
Best Western Plus Park Place Anaheim,PC10937,,,,10.0,42.5,13.0,,4.25,
Best Western Plus Park Place Anaheim,PC10938,,,,14.0,59.5,10.0,,4.25,
Best Western Plus Park Place Anaheim,PC10939,,,,3.0,12.75,2.0,,4.25,
Best Western Plus Park Place Anaheim,PC10941,,,,23.0,172.5,2.0,,7.5,
Best Western Plus Park Place Anaheim,PC10946,,,,16.0,60.0,7.0,,3.75,
Best Western Plus Park Place Anaheim,PC10955,,,,16.0,84.0,6.0,,5.25,
Best Western Plus Park Place Anaheim,PC10958,,,,19.0,80.75,2.0,,4.25,
Best Western Plus Park Place Anaheim,PC10959,,,,46.0,195.5,10.0,,4.25,
Best Western Plus Park Place Anaheim,PC10971,,,,29.0,166.75,9.0,,5.75,
Best Western Plus Park Place Anaheim,PC10972,,,,18.0,73.8,6.0,,4.1,
Best Western Plus Park Place Anaheim,PC10984,,,,23.0,97.75,7.0,,4.25,
Best Western Plus Park Place Anaheim,PC10989,,,,76.0,304.0,6.0,,4.0,
Best Western Plus Park Place Anaheim,PC10994,,,,5.0,31.25,4.0,,6.25,
Best Western Plus Park Place Anaheim,PC11010,,,,40.0,350.0,19.0,,8.75,
Best Western Plus Park Place Anaheim,PC11011,,,,21.0,110.25,1.0,,5.25,
Best Western Plus Park Place Anaheim,PC11020,,,,27.0,165.75,0.0,,6.138888888888889,
Best Western Plus Park Place Anaheim,PC11021,,,,14.0,119.0,4.0,,8.5,
Best Western Plus Park Place Anaheim,PC11028,,,,38.0,236.5,0.0,,6.223684210526316,
Best Western Plus Park Place Anaheim,PC11035,,,,15.0,63.75,4.0,,4.25,
Best Western Plus Park Place Anaheim,PC11038,,,,33.0,145.7,6.0,,4.415151515151515,
Best Western Plus Park Place Anaheim,PC11039,,,,43.0,189.4,8.0,,4.404651162790698,
Best Western Plus Park Place Anaheim,PC11042,,,,25.0,143.25,0.0,,5.73,
Best Western Plus Park Place Anaheim,PC11043,,,,30.0,126.5,7.0,,4.216666666666667,
Best Western Plus Park Place Anaheim,PC11061,,,,40.0,170.0,1.0,,4.25,
Best Western Plus Park Place Anaheim,PC11064,,,,32.0,184.0,7.0,,5.75,
Best Western Plus Park Place Anaheim,PC11073,,,,8.0,92.0,1.0,,11.5,
Best Western Plus Park Place Anaheim,PC11078,,,,18.0,154.0,0.0,,8.555555555555555,
Best Western Plus Park Place Anaheim,PC11081,,,,17.0,72.25,4.0,,4.25,
Best Western Plus Park Place Anaheim,PC11087,,,,17.0,141.75,2.0,,8.338235294117647,
Best Western Plus Park Place Anaheim,PC11088,,,,30.0,150.0,18.0,,5.0,
Best Western Plus Park Place Anaheim,PC11091,,,,20.0,84.5,12.0,,4.225,
Best Western Plus Park Place Anaheim,PC11092,,,,47.0,293.75,4.0,,6.25,
Best Western Plus Park Place Anaheim,PC11101,,,,14.0,63.0,11.0,,4.5,
Best Western Plus Park Place Anaheim,PC11157,,,,318.0,1828.5,27.0,,5.75,
Best Western Plus Park Place Anaheim,PC14013,,,,63.0,346.5,9.0,,5.5,
Best Western Plus Park Place Anaheim,PC14014,,,,15.0,172.5,3.0,,11.5,
Best Western Plus Park Place Anaheim,PC16264,,,,30.0,165.0,6.0,,5.5,
Best Western Plus Park Place Anaheim,PC16271,,,,69.0,448.5,16.0,,6.5,
Best Western Plus Park Place Anaheim,PC16274,,,,64.0,416.0,6.0,,6.5,
Best Western Plus Park Place Anaheim,PC16506,,,,4.0,17.0,4.0,,4.25,
Best Western Plus Park Place Anaheim,PC16533,,,,153.0,572.75,6.0,,3.7434640522875817,
Best Western Plus Park Place Anaheim,PC16535,,,,72.0,269.75,0.0,,3.7465277777777777,
Best Western Plus Park Place Anaheim,PC19076,,,,57.0,285.0,1.0,,5.0,
Best Western Plus Park Place Anaheim,PC21186,,,,17.0,195.5,2.0,,11.5,
Best Western Plus Park Place Anaheim,PC21853,,,,39.0,263.25,14.0,,6.75,
Best Western Plus Park Place Anaheim,PC21854,,,,53.0,344.5,13.0,,6.5,
Best Western Plus Park Place Anaheim,PC21863,,,,16.0,99.0,0.0,,6.1875,
Best Western Plus Pavilions,AVR14634,,,,8.0,30.0,0.0,,3.75,
Best Western Plus Pavilions,AVR16058,,,,4.0,16.0,0.0,,4.0,
Best Western Plus Pavilions,AVR16059,,,,2.0,8.0,0.0,,4.0,
Best Western Plus Pavilions,AVR17394,,,,2.0,10.5,0.0,,5.25,
Best Western Plus Pavilions,AVR18805,,,,2.0,22.0,0.0,,11.0,
Best Western Plus Pavilions,AVR18857,,,,7.0,36.75,0.0,,5.25,
Best Western Plus Pavilions,AVR19515,,,,1.0,25.99,1.0,,25.99,
Best Western Plus Pavilions,AVR19517,,,,,,2.0,,21.50808988764045,
Best Western Plus Pavilions,AVR19716,,,,,,1.0,,26.05481481481481,
Best Western Plus Pavilions,PC00885,,,,29.0,123.25,12.0,,4.25,
Best Western Plus Pavilions,PC00886,,,,15.0,63.75,2.0,,4.25,
Best Western Plus Pavilions,PC00887,,,,17.0,72.25,6.0,,4.25,
Best Western Plus Pavilions,PC00888,,,,95.0,475.0,10.0,,5.0,
Best Western Plus Pavilions,PC00889,,,,2.0,7.5,1.0,,3.75,
Best Western Plus Pavilions,PC10726,,,,84.0,588.0,17.0,,7.0,
Best Western Plus Pavilions,PC10790,,,,16.0,68.0,4.0,,4.25,
Best Western Plus Pavilions,PC10793,,,,14.0,56.1,8.0,,4.007142857142857,
Best Western Plus Pavilions,PC10805,,,,9.0,38.25,1.0,,4.25,
Best Western Plus Pavilions,PC10806,,,,12.0,51.0,1.0,,4.25,
Best Western Plus Pavilions,PC10808,,,,6.0,27.6,14.0,,4.6000000000000005,
Best Western Plus Pavilions,PC10811,,,,20.0,115.0,10.0,,5.75,
Best Western Plus Pavilions,PC10822,,,,27.0,114.75,3.0,,4.25,
Best Western Plus Pavilions,PC10824,,,,13.0,55.25,11.0,,4.25,
Best Western Plus Pavilions,PC10825,,,,23.0,127.65,8.0,,5.55,
Best Western Plus Pavilions,PC10850,,,,8.0,42.0,0.0,,5.25,
Best Western Plus Pavilions,PC10851,,,,6.0,31.5,1.0,,5.25,
Best Western Plus Pavilions,PC10856,,,,1.0,5.5,0.0,,5.5,
Best Western Plus Pavilions,PC10859,,,,3.0,15.75,2.0,,5.25,
Best Western Plus Pavilions,PC10866,,,,5.0,26.25,0.0,,5.25,
Best Western Plus Pavilions,PC10874,,,,1.0,4.0,1.0,,4.0,
Best Western Plus Pavilions,PC10876,,,,3.0,11.25,1.0,,3.75,
Best Western Plus Pavilions,PC10880,,,,2.0,10.5,2.0,,5.25,
Best Western Plus Pavilions,PC10881,,,,1.0,5.25,1.0,,5.25,
Best Western Plus Pavilions,PC10886,,,,2.0,8.5,0.0,,4.25,
Best Western Plus Pavilions,PC10888,,,,3.0,15.75,0.0,,5.25,
Best Western Plus Pavilions,PC10889,,,,8.0,30.0,2.0,,3.75,
Best Western Plus Pavilions,PC10891,,,,7.0,26.25,0.0,,3.75,
Best Western Plus Pavilions,PC10892,,,,5.0,18.75,4.0,,3.75,
Best Western Plus Pavilions,PC10894,,,,5.0,16.25,2.0,,3.25,
Best Western Plus Pavilions,PC10897,,,,4.0,21.0,2.0,,5.25,
Best Western Plus Pavilions,PC10899,,,,4.0,19.0,0.0,,4.75,
Best Western Plus Pavilions,PC10906,,,,3.0,15.75,0.0,,5.25,
Best Western Plus Pavilions,PC10907,,,,14.0,73.5,0.0,,5.25,
Best Western Plus Pavilions,PC10925,,,,11.0,41.25,5.0,,3.75,
Best Western Plus Pavilions,PC10931,,,,5.0,18.75,0.0,,3.75,
Best Western Plus Pavilions,PC10932,,,,7.0,26.25,4.0,,3.75,
Best Western Plus Pavilions,PC10941,,,,4.0,27.0,0.0,,6.75,
Best Western Plus Pavilions,PC10955,,,,6.0,31.5,0.0,,5.25,
Best Western Plus Pavilions,PC10961,,,,2.0,10.5,3.0,,5.25,
Best Western Plus Pavilions,PC10962,,,,2.0,10.5,0.0,,5.25,
Best Western Plus Pavilions,PC10971,,,,8.0,42.0,1.0,,5.25,
Best Western Plus Pavilions,PC10972,,,,6.0,22.5,1.0,,3.75,
Best Western Plus Pavilions,PC10978,,,,6.0,22.5,5.0,,3.75,
Best Western Plus Pavilions,PC10984,,,,9.0,33.75,1.0,,3.75,
Best Western Plus Pavilions,PC10986,,,,6.0,22.5,4.0,,3.75,
Best Western Plus Pavilions,PC10988,,,,3.0,12.75,2.0,,4.25,
Best Western Plus Pavilions,PC10989,,,,22.0,77.0,1.0,,3.5,
Best Western Plus Pavilions,PC10990,,,,6.0,21.0,4.0,,3.5,
Best Western Plus Pavilions,PC10991,,,,5.0,17.5,2.0,,3.5,
Best Western Plus Pavilions,PC10997,,,,10.0,37.5,1.0,,3.75,
Best Western Plus Pavilions,PC11004,,,,6.0,22.5,1.0,,3.75,
Best Western Plus Pavilions,PC11007,,,,2.0,6.5,1.0,,3.25,
Best Western Plus Pavilions,PC11011,,,,,,1.0,,4.771028037383178,
Best Western Plus Pavilions,PC11015,,,,5.0,20.0,6.0,,4.0,
Best Western Plus Pavilions,PC11016,,,,3.0,12.0,0.0,,4.0,
Best Western Plus Pavilions,PC11021,,,,3.0,15.75,0.0,,5.25,
Best Western Plus Pavilions,PC11035,,,,4.0,15.0,0.0,,3.75,
Best Western Plus Pavilions,PC11038,,,,9.0,36.0,3.0,,4.0,
Best Western Plus Pavilions,PC11039,,,,4.0,16.0,7.0,,4.0,
Best Western Plus Pavilions,PC11042,,,,8.0,42.0,3.0,,5.25,
Best Western Plus Pavilions,PC11043,,,,4.0,15.0,12.0,,3.75,
Best Western Plus Pavilions,PC11045,,,,3.0,11.25,2.0,,3.75,
Best Western Plus Pavilions,PC11061,,,,5.0,18.75,0.0,,3.75,
Best Western Plus Pavilions,PC11078,,,,3.0,15.75,0.0,,5.25,
Best Western Plus Pavilions,PC11081,,,,8.0,30.0,0.0,,3.75,
Best Western Plus Pavilions,PC11087,,,,3.0,15.75,0.0,,5.25,
Best Western Plus Pavilions,PC11088,,,,3.0,13.5,0.0,,4.5,
Best Western Plus Pavilions,PC11091,,,,6.0,22.5,1.0,,3.75,
Best Western Plus Pavilions,PC11092,,,,12.0,63.0,5.0,,5.25,
Best Western Plus Pavilions,PC11101,,,,3.0,12.0,3.0,,4.0,
Best Western Plus Pavilions,PC11157,,,,78.0,331.5,9.0,,4.25,
Best Western Plus Pavilions,PC11163,,,,11.0,63.25,2.0,,5.75,
Best Western Plus Pavilions,PC14364,,,,3.0,9.75,0.0,,3.25,
Best Western Plus Pavilions,PC16264,,,,3.0,14.25,10.0,,4.75,
Best Western Plus Pavilions,PC16523,,,,1.0,3.75,10.0,,3.75,
Best Western Plus Pavilions,PC16533,,,,29.0,94.25,8.0,,3.25,
Best Western Plus Pavilions,PC16535,,,,10.0,32.5,4.0,,3.25,
Best Western Plus Pavilions,PC19076,,,,12.0,51.0,1.0,,4.25,
Best Western Plus Pavilions,PC21854,,,,11.0,60.5,0.0,,5.5,
Best Western Plus Redondo Beach Inn,AVR00156,,,,21.0,136.5,5.0,,6.5,
Best Western Plus Redondo Beach Inn,AVR14655,,,,1.0,4.5,14.0,,4.5,
Best Western Plus Redondo Beach Inn,AVR16058,,,,3.0,12.75,0.0,,4.25,
Best Western Plus Redondo Beach Inn,AVR16059,,,,4.0,17.0,1.0,,4.25,
Best Western Plus Redondo Beach Inn,AVR17246,,,,1.0,6.25,1.0,,6.25,
Best Western Plus Redondo Beach Inn,AVR17700,,,,10.0,75.0,1.0,,7.5,
Best Western Plus Redondo Beach Inn,AVR17709,,,,5.0,66.25,2.0,,13.25,
Best Western Plus Redondo Beach Inn,AVR18526,,,,5.0,27.5,0.0,,5.5,
Best Western Plus Redondo Beach Inn,AVR18527,,,,2.0,11.0,0.0,,5.5,
Best Western Plus Redondo Beach Inn,AVR18528,,,,10.0,52.8,0.0,,5.279999999999999,
Best Western Plus Redondo Beach Inn,AVR19514,,,,,,1.0,,0.0,
Best Western Plus Redondo Beach Inn,AVR19517,,,,2.0,43.98,0.0,,21.99,
Best Western Plus Redondo Beach Inn,AVR19716,,,,1.0,26.99,1.0,,26.99,
Best Western Plus Redondo Beach Inn,AVR23097,,,,9.0,49.5,1.0,,5.5,
Best Western Plus Redondo Beach Inn,AVR25512,,,,8.0,23.4,0.0,,2.925,
Best Western Plus Redondo Beach Inn,AVR25513,,,,5.0,22.5,0.0,,4.5,
Best Western Plus Redondo Beach Inn,PC00885,,,,33.0,126.9,34.0,,3.8454545454545457,
Best Western Plus Redondo Beach Inn,PC00886,,,,23.0,101.7,10.0,,4.421739130434783,
Best Western Plus Redondo Beach Inn,PC00887,,,,11.0,47.7,20.0,,4.336363636363637,
Best Western Plus Redondo Beach Inn,PC00888,,,,60.0,330.0,3.0,,5.5,
Best Western Plus Redondo Beach Inn,PC00889,,,,15.0,60.0,1.0,,4.0,
Best Western Plus Redondo Beach Inn,PC10726,,,,78.0,620.8,11.0,,7.958974358974358,
Best Western Plus Redondo Beach Inn,PC10790,,,,20.0,88.2,13.0,,4.41,
Best Western Plus Redondo Beach Inn,PC10793,,,,15.0,58.5,19.0,,3.9,
Best Western Plus Redondo Beach Inn,PC10796,,,,25.0,71.10000000000001,3.0,,2.8440000000000003,
Best Western Plus Redondo Beach Inn,PC10798,,,,2.0,12.5,1.0,,6.25,
Best Western Plus Redondo Beach Inn,PC10805,,,,2.0,10.5,0.0,,5.25,
Best Western Plus Redondo Beach Inn,PC10806,,,,11.0,49.5,0.0,,4.5,
Best Western Plus Redondo Beach Inn,PC10807,,,,2.0,10.5,0.0,,5.25,
Best Western Plus Redondo Beach Inn,PC10808,,,,1.0,6.25,2.0,,6.25,
Best Western Plus Redondo Beach Inn,PC10811,,,,11.0,66.25,2.0,,6.0227272727272725,
Best Western Plus Redondo Beach Inn,PC10825,,,,3.0,16.25,1.0,,5.416666666666667,
Best Western Plus Redondo Beach Inn,PC10827,,,,2.0,12.5,0.0,,6.25,
Best Western Plus Redondo Beach Inn,PC10831,,,,3.0,19.5,3.0,,6.5,
Best Western Plus Redondo Beach Inn,PC10848,,,,,,1.0,,2.7083333333333335,
Best Western Plus Redondo Beach Inn,PC10850,,,,3.0,18.0,1.0,,6.0,
Best Western Plus Redondo Beach Inn,PC10851,,,,4.0,19.8,1.0,,4.95,
Best Western Plus Redondo Beach Inn,PC10856,,,,1.0,5.75,0.0,,5.75,
Best Western Plus Redondo Beach Inn,PC10866,,,,1.0,6.0,0.0,,6.0,
Best Western Plus Redondo Beach Inn,PC10874,,,,4.0,17.0,2.0,,4.25,
Best Western Plus Redondo Beach Inn,PC10876,,,,4.0,16.0,0.0,,4.0,
Best Western Plus Redondo Beach Inn,PC10882,,,,2.0,8.0,3.0,,4.0,
Best Western Plus Redondo Beach Inn,PC10884,,,,1.0,4.5,0.0,,4.5,
Best Western Plus Redondo Beach Inn,PC10889,,,,16.0,57.6,1.0,,3.6,
Best Western Plus Redondo Beach Inn,PC10891,,,,13.0,39.2,8.0,,3.0153846153846158,
Best Western Plus Redondo Beach Inn,PC10897,,,,2.0,17.0,1.0,,8.5,
Best Western Plus Redondo Beach Inn,PC10899,,,,2.0,10.0,0.0,,5.0,
Best Western Plus Redondo Beach Inn,PC10901,,,,4.0,20.0,0.0,,5.0,
Best Western Plus Redondo Beach Inn,PC10907,,,,7.0,59.5,1.0,,8.5,
Best Western Plus Redondo Beach Inn,PC10909,,,,1.0,6.0,1.0,,6.0,
Best Western Plus Redondo Beach Inn,PC10931,,,,13.0,48.8,1.0,,3.753846153846154,
Best Western Plus Redondo Beach Inn,PC10932,,,,20.0,65.6,1.0,,3.28,
Best Western Plus Redondo Beach Inn,PC10937,,,,4.0,14.4,4.0,,3.6,
Best Western Plus Redondo Beach Inn,PC10938,,,,16.0,51.2,3.0,,3.2,
Best Western Plus Redondo Beach Inn,PC10939,,,,4.0,16.0,0.0,,4.0,
Best Western Plus Redondo Beach Inn,PC10941,,,,6.0,40.6,2.0,,6.766666666666667,
Best Western Plus Redondo Beach Inn,PC10943,,,,1.0,6.0,0.0,,6.0,
Best Western Plus Redondo Beach Inn,PC10955,,,,3.0,16.5,1.0,,5.5,
Best Western Plus Redondo Beach Inn,PC10958,,,,8.0,32.0,0.0,,4.0,
Best Western Plus Redondo Beach Inn,PC10959,,,,4.0,16.0,0.0,,4.0,
Best Western Plus Redondo Beach Inn,PC10971,,,,5.0,29.9,2.0,,5.9799999999999995,
Best Western Plus Redondo Beach Inn,PC10972,,,,6.0,24.0,2.0,,4.0,
Best Western Plus Redondo Beach Inn,PC10984,,,,19.0,76.0,0.0,,4.0,
Best Western Plus Redondo Beach Inn,PC10989,,,,14.0,51.0,0.0,,3.642857142857143,
Best Western Plus Redondo Beach Inn,PC10990,,,,2.0,7.5,1.0,,3.75,
Best Western Plus Redondo Beach Inn,PC11004,,,,9.0,26.4,2.0,,2.933333333333333,
Best Western Plus Redondo Beach Inn,PC11010,,,,7.0,59.5,2.0,,8.5,
Best Western Plus Redondo Beach Inn,PC11011,,,,8.0,40.0,2.0,,5.0,
Best Western Plus Redondo Beach Inn,PC11013,,,,10.0,38.0,1.0,,3.8,
Best Western Plus Redondo Beach Inn,PC11035,,,,1.0,4.0,0.0,,4.0,
Best Western Plus Redondo Beach Inn,PC11042,,,,6.0,33.0,1.0,,5.5,
Best Western Plus Redondo Beach Inn,PC11043,,,,4.0,16.0,2.0,,4.0,
Best Western Plus Redondo Beach Inn,PC11045,,,,3.0,12.0,5.0,,4.0,
Best Western Plus Redondo Beach Inn,PC11054,,,,1.0,8.5,0.0,,8.5,
Best Western Plus Redondo Beach Inn,PC11061,,,,5.0,16.8,2.0,,3.3600000000000003,
Best Western Plus Redondo Beach Inn,PC11063,,,,11.0,44.0,0.0,,4.0,
Best Western Plus Redondo Beach Inn,PC11064,,,,8.0,44.0,4.0,,5.5,
Best Western Plus Redondo Beach Inn,PC11073,,,,4.0,31.5,3.0,,7.875,
Best Western Plus Redondo Beach Inn,PC11074,,,,5.0,42.75,0.0,,8.55,
Best Western Plus Redondo Beach Inn,PC11081,,,,4.0,16.0,1.0,,4.0,
Best Western Plus Redondo Beach Inn,PC11087,,,,2.0,17.0,0.0,,8.5,
Best Western Plus Redondo Beach Inn,PC11091,,,,5.0,18.4,0.0,,3.6799999999999997,
Best Western Plus Redondo Beach Inn,PC11092,,,,3.0,18.0,1.0,,6.0,
Best Western Plus Redondo Beach Inn,PC11157,,,,27.0,128.25,3.0,,4.75,
Best Western Plus Redondo Beach Inn,PC14014,,,,3.0,33.75,0.0,,11.25,
Best Western Plus Redondo Beach Inn,PC14016,,,,11.0,68.75,0.0,,6.25,
Best Western Plus Redondo Beach Inn,PC16271,,,,4.0,25.0,0.0,,6.25,
Best Western Plus Redondo Beach Inn,PC16483,,,,6.0,26.4,0.0,,4.3999999999999995,
Best Western Plus Redondo Beach Inn,PC16501,,,,4.0,40.5,3.0,,10.125,
Best Western Plus Redondo Beach Inn,PC16506,,,,4.0,16.0,1.0,,4.0,
