location,product_id,sales_units,product_name,adj_qty,start_qty,end_qty,expected_qty,shrinkage_qty
FFI - Moorpark Market,PC10859,2.0,Band Aid Bandage Travel,0.0,6.0,3.0,4.0,1.0
FFI - Moorpark Market,PC10798,14.0,Gatorade Cool Blue 20oz,0.0,18.0,3.0,4.0,1.0
"Sandbourne Santa Monica, Autograph Collection",PC11055,0.0,Second Nature Simplicity Medley Trail Mix,0.0,7.0,6.0,7.0,1.0
"Sandbourne Santa Monica, Autograph Collection",AVR19406,0.0,Sheila G's Brittle Salted Caramel Brownie 2.75oz,0.0,8.0,7.0,8.0,1.0
"Sandbourne Santa Monica, Autograph Collection",PC10896,0.0,Claritin,0.0,12.0,11.0,12.0,1.0
Staybridge Suites Oxnard River Ridge,PC10866,0.0,Benadryl,0.0,5.0,4.0,5.0,1.0
Staybridge Suites Oxnard River Ridge,PC10944,0.0,Gillette Shaving Cream,0.0,5.0,4.0,5.0,1.0
Staybridge Suites Oxnard River Ridge,PC21863,0.0,Tums Ultra Berry,0.0,6.0,5.0,6.0,1.0
SpringHill Suites By Marriott Redlands,PC21186,0.0,Digiorno Pepperoni Cheese Pizza,0.0,6.0,5.0,6.0,1.0
SpringHill Suites By Marriott Redlands,AVR11110,0.0,Orchard Valley Cranberry Almond Cashew,0.0,6.0,5.0,6.0,1.0
SpringHill Suites By Marriott Redlands,AVR11112,0.0,Orchard Valley Almonds Dark Chocolate,0.0,6.0,5.0,6.0,1.0
SpringHill Suites By Marriott Redlands,AVR19517,0.0,Anker Power Port 32W Wall Charger,0.0,4.0,3.0,4.0,1.0
Sheraton Gateway Los Angeles Hotel,AVR26244,0.0,FTY Double Cheeseburger 5oz,0.0,1.0,0.0,1.0,1.0
Sheraton Gateway Los Angeles Hotel,PC10880,0.0,Bumble Bee Chicken Salad & Crackers 3.5oz,0.0,12.0,11.0,12.0,1.0
Sheraton Gateway Los Angeles Hotel,PC11087,0.0,Tresemme Non Aerosol Hairspray,0.0,14.0,13.0,14.0,1.0
Sheraton Gateway Los Angeles Hotel,PC21863,0.0,Tums Ultra Berry,0.0,21.0,20.0,21.0,1.0
Sheraton Gateway Los Angeles Hotel,AVR18857,0.0,Dramamine Motion Sickness Chewable,0.0,21.0,20.0,21.0,1.0
DoubleTree by Hilton Hotel Los Angeles - Rosemead,AVR17394,2.0,Dentek Flossers,0.0,10.0,7.0,8.0,1.0
Dolphin's Cove,PC11078,2.0,Banana Boat Sport Sunscreen,0.0,10.0,7.0,8.0,1.0
Dolphin's Cove,PC10971,4.0,Kit Kat King,0.0,30.0,25.0,26.0,1.0
Dolphin's Cove,PC10805,3.0,Minute Maid Apple Juice 12oz,0.0,13.0,9.0,10.0,1.0
Staybridge Suites Oxnard River Ridge,PC10856,0.0,Altoids Peppermint Mints,0.0,8.0,7.0,8.0,1.0
Staybridge Suites Oxnard River Ridge,PC10993,0.0,Mentos Mint,0.0,8.0,7.0,8.0,1.0
Staybridge Suites Oxnard River Ridge,PC10889,0.0,Cheetos Crunchy,0.0,11.0,10.0,11.0,1.0
Dolphin's Cove,AVR15436,2.0,Cereal Lucky Charms,0.0,16.0,13.0,14.0,1.0
Desert Palms Market,PC11054,2.0,Scope Mouthwash,0.0,14.0,11.0,12.0,1.0
Desert Palms Market,PC10901,2.0,Cliff Bar White Chocolate Macadamia,0.0,11.0,8.0,9.0,1.0
Desert Palms Market,PC10866,1.0,Benadryl,0.0,19.0,17.0,18.0,1.0
Desert Palms Market,AVR20365,2.0,Disney Aluminum Water Bottle RG Pop Mick Heads Silver,0.0,12.0,9.0,10.0,1.0
Desert Palms Market,AVR19464,2.0,Sheila G's Brittle Chocolate Chip Brownie 2.75oz,0.0,9.0,6.0,7.0,1.0
Del Sol Inn Anaheim,PC21202,1.0,Starbucks Caramel Frappuccino RTD 9.5oz,0.0,7.0,5.0,6.0,1.0
Del Sol Inn Anaheim,PC11074,1.0,Stouffers Lasagna with Meat Sauce,0.0,6.0,4.0,5.0,1.0
Staybridge Suites Oxnard River Ridge,PC10968,0.0,Kind Cranberry Almond & Antiox,0.0,13.0,12.0,13.0,1.0
Staybridge Suites Oxnard River Ridge,AVR19515,0.0,Anker USB-C to USB-C 10ft Cable,0.0,3.0,2.0,3.0,1.0
Staybridge Suites Oxnard River Ridge,AVR17709,0.0,Haagen Dazs Chocolate Ice Cream 14oz,0.0,16.0,15.0,16.0,1.0
Staybridge Suites Oxnard River Ridge,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,6.0,5.0,6.0,1.0
Staybridge Suites Oxnard River Ridge,PC10881,0.0,Bumble Bee Tuna Mayo & Crackers 3.5oz,0.0,6.0,5.0,6.0,1.0
SureStay Hotel by Best Western Beverly Hills,PC11054,0.0,Scope Mouthwash,0.0,5.0,4.0,5.0,1.0
SureStay Hotel by Best Western Beverly Hills,PC10943,0.0,Razor,0.0,12.0,11.0,12.0,1.0
SureStay Hotel by Best Western Beverly Hills,PC10866,0.0,Benadryl,0.0,11.0,10.0,11.0,1.0
SureStay Hotel by Best Western Beverly Hills,PC11091,0.0,Twix Caramel,0.0,12.0,11.0,12.0,1.0
SureStay Hotel by Best Western Beverly Hills,AVR17394,0.0,Dentek Flossers,0.0,10.0,9.0,10.0,1.0
Staybridge Suites Palmdale,AVR15436,0.0,Cereal Lucky Charms,0.0,7.0,6.0,7.0,1.0
Staybridge Suites Palmdale,PC11061,0.0,Skittles Fruit,0.0,12.0,11.0,12.0,1.0
Staybridge Suites Palmdale,PC10959,0.0,Hot Pocket Pepperoni Pizza,0.0,12.0,11.0,12.0,1.0
Staybridge Suites Palmdale,AVR19716,0.0,Anker USB-C to Lightning 6ft Cable,0.0,2.0,1.0,2.0,1.0
Staybridge Suites Palmdale,PC16483,0.0,Life Saver Gummies 5 Flavor Peg 7oz,0.0,7.0,6.0,7.0,1.0
Staybridge Suites Palmdale,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,7.0,6.0,7.0,1.0
Staybridge Suites Palmdale,AVR16059,0.0,Nature's Bakery Fig Bar Blueberry,0.0,11.0,10.0,11.0,1.0
Staybridge Suites Oxnard River Ridge,PC10884,0.0,Cereal Froot Loops,0.0,6.0,5.0,6.0,1.0
Staybridge Suites Oxnard River Ridge,AVR15434,0.0,Cereal Cinnamon Toast Crunch,0.0,4.0,3.0,4.0,1.0
Staybridge Suites Oxnard River Ridge,AVR11112,0.0,Orchard Valley Almonds Dark Chocolate,0.0,6.0,5.0,6.0,1.0
Staybridge Suites Oxnard River Ridge,PC16506,0.0,El Monterey Egg Sausage Cheese & Potato Burrito,0.0,12.0,11.0,12.0,1.0
SureStay Plus Hotel By Best Western Upland Market,PC10891,0.0,Cheetos Flamin Hot,0.0,9.0,8.0,9.0,1.0
SureStay Plus Hotel By Best Western Upland Market,PC10932,0.0,Doritos Nacho Cheese,0.0,8.0,7.0,8.0,1.0
SureStay Plus Hotel By Best Western Upland Market,AVR18805,0.0,Tampax Regular,0.0,4.0,3.0,4.0,1.0
SureStay Hotel by Best Western Beverly Hills,PC11011,0.0,Nongshim Hot and Spicy Noodle Soup,0.0,6.0,5.0,6.0,1.0
SureStay Hotel by Best Western Beverly Hills,PC10892,0.0,Cheetos Flamin Hot Limon,0.0,6.0,5.0,6.0,1.0
Del Sol Inn Anaheim,PC11020,2.0,NyQuil,0.0,12.0,9.0,10.0,1.0
Del Sol Inn Anaheim,PC11015,2.0,Nongshim Spicy Shin Noodle Soup,0.0,6.0,3.0,4.0,1.0
Del Sol Inn Anaheim,PC10874,1.0,Blue Diamond Almonds Smokehouse,0.0,8.0,6.0,7.0,1.0
Del Sol Inn Anaheim,PC10866,2.0,Benadryl,0.0,12.0,9.0,10.0,1.0
Del Sol Inn Anaheim,PC10832,3.0,Starbucks Vanilla Frapuccino RTD 9.5oz,0.0,8.0,4.0,5.0,1.0
Days Inn & Suites Anaheim,PC11068,2.0,Sour Patch Kids,0.0,11.0,8.0,9.0,1.0
Days Inn & Suites Anaheim,PC10884,2.0,Cereal Froot Loops,0.0,3.0,0.0,1.0,1.0
Crowne Plaza San Pedro,AVR20396,4.0,Disney Key Chain RG Minnie Face Palm,0.0,16.0,11.0,12.0,1.0
SureStay Hotel by Best Western Beverly Hills,PC11163,0.0,Dunkin Donuts Mocha 13.7oz,0.0,7.0,6.0,7.0,1.0
SureStay Hotel by Best Western Beverly Hills,AVR25513,0.0,Peace Tea Razzleberry 16oz,0.0,12.0,11.0,12.0,1.0
SureStay Hotel by Best Western Beverly Hills,PC21863,0.0,Tums Ultra Berry,0.0,10.0,9.0,10.0,1.0
SureStay Plus Hotel By Best Western Upland Market,PC11038,0.0,Pringles Original,0.0,5.0,4.0,5.0,1.0
SureStay Plus Hotel By Best Western Upland Market,PC10875,0.0,Blue Diamond Almonds Whole Natural,0.0,5.0,4.0,5.0,1.0
SureStay Plus Hotel By Best Western Upland Market,PC10943,0.0,Razor,0.0,6.0,5.0,6.0,1.0
Crowne Plaza San Diego-Mission Valley,PC11088,3.0,Trident Spearmint,0.0,18.0,14.0,15.0,1.0
Crowne Plaza San Diego-Mission Valley,PC10874,2.0,Blue Diamond Almonds Smokehouse,0.0,9.0,6.0,7.0,1.0
Crowne Plaza Costa Mesa Orange County,PC16529,4.0,Jack Links Peppered Beef Jerky 80 cal.,0.0,12.0,7.0,8.0,1.0
Crowne Plaza Costa Mesa Orange County,PC11101,1.0,Welchs Mixed Fruit Snack 2.25oz,0.0,12.0,10.0,11.0,1.0
Crowne Plaza Costa Mesa Orange County,PC10891,3.0,Cheetos Flamin Hot,0.0,14.0,10.0,11.0,1.0
Courtyard Chino Hills,AVR21356,2.0,Brookside Dark Chocolate Acai & Blueberry 7oz,0.0,8.0,5.0,6.0,1.0
SureStay Plus Hotel By Best Western Upland Market,PC21863,0.0,Tums Ultra Berry,0.0,6.0,5.0,6.0,1.0
SureStay Plus Hotel By Best Western Upland Market,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,3.0,2.0,3.0,1.0
SureStay Plus Hotel By Best Western Upland Market,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,5.0,4.0,5.0,1.0
SureStay Plus Hotel By Best Western Upland Market,PC11007,0.0,Nature Valley Granola Oat & Honey,0.0,7.0,6.0,7.0,1.0
SureStay Plus Hotel By Best Western Upland Market,AVR16059,0.0,Nature's Bakery Fig Bar Blueberry,0.0,7.0,6.0,7.0,1.0
SureStay Plus Hotel By Best Western Upland Market,PC10808,0.0,Monster 16oz,0.0,5.0,4.0,5.0,1.0
SureStay Plus Hotel By Best Western Upland Market,PC11081,0.0,Sweet Serenity Chocolate Chip Cookies,0.0,6.0,5.0,6.0,1.0
Courtyard Chino Hills,AVR00144,2.0,Cheetos Flamin Hot 2.75oz,0.0,14.0,11.0,12.0,1.0
Comfort Suites Oceanside Camp Pendleton,PC10955,3.0,Hersheys Almond King,0.0,16.0,12.0,13.0,1.0
Comfort Suites Oceanside Camp Pendleton,PC10793,3.0,Dr Pepper 20oz,0.0,16.0,12.0,13.0,1.0
Comfort Suites Barstow,PC11064,6.0,Snickers Ice Cream Bar,0.0,28.0,21.0,22.0,1.0
Comfort Inn - Moreno Valley,PC10955,1.0,Hersheys Almond King,0.0,6.0,4.0,5.0,1.0
Comfort Inn - Moreno Valley,PC10876,2.0,Boulder Hickory BBQ Chips,0.0,5.0,2.0,3.0,1.0
Comfort Inn - Huntington Beach,PC21186,2.0,Digiorno Pepperoni Cheese Pizza,0.0,11.0,8.0,9.0,1.0
Comfort Inn - Huntington Beach,PC10866,1.0,Benadryl,0.0,6.0,4.0,5.0,1.0
Comfort Inn - Gaslamp Convention Center,PC11039,4.0,Pringles Sour Cream & Onion,0.0,11.0,6.0,7.0,1.0
Comfort Inn - Gaslamp Convention Center,PC10990,2.0,Maruchan Lime Chili Chicken Cup Soup,0.0,5.0,2.0,3.0,1.0
SureStay by Best Western Ontario Airport,PC10958,0.0,Hot Pocket Ham & Cheese,0.0,14.0,13.0,14.0,1.0
SureStay by Best Western Ontario Airport,PC16065,0.0,5 Gum Spearmint Rain,0.0,5.0,4.0,5.0,1.0
SureStay by Best Western Ontario Airport,PC10888,0.0,Chapstick,0.0,6.0,5.0,6.0,1.0
SureStay by Best Western Ontario Airport,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,9.0,8.0,9.0,1.0
SureStay by Best Western Ontario Airport,PC10934,0.0,Dove Milk Chocolate Almond Bar,0.0,19.0,18.0,19.0,1.0
SureStay by Best Western Ontario Airport,PC11007,0.0,Nature Valley Granola Oat & Honey,0.0,7.0,6.0,7.0,1.0
Comfort Inn & Suites Near Universal N. Hollywood,PC10805,1.0,Minute Maid Apple Juice 12oz,0.0,16.0,14.0,15.0,1.0
Comfort Inn & Suites Near Universal N. Hollywood,PC10795,3.0,Dunkin Donuts Original 13.7oz,0.0,7.0,3.0,4.0,1.0
Club Wyndham Oceanside Pier Resort,PC16271,1.0,Gatorade Fruit Punch 20oz,0.0,12.0,10.0,11.0,1.0
Club Wyndham Oceanside Pier Resort,PC11091,2.0,Twix Caramel,0.0,14.0,11.0,12.0,1.0
Club Wyndham Oceanside Pier Resort,PC10958,2.0,Hot Pocket Ham & Cheese,0.0,11.0,8.0,9.0,1.0
Comfort Inn - Gaslamp Convention Center,PC10984,2.0,M&M Peanut,0.0,12.0,9.0,10.0,1.0
Comfort Inn - Gaslamp Convention Center,PC10971,2.0,Kit Kat King,0.0,15.0,12.0,13.0,1.0
Comfort Inn - Gaslamp Convention Center,PC00888,3.0,Smart Water 20oz,0.0,44.0,40.0,41.0,1.0
Comfort Inn - Gaslamp Convention Center,AVR18758,2.0,Core Power High Protein Shake Chocolate 14oz,0.0,8.0,5.0,6.0,1.0
Comfort Inn - Encinitas Near Legoland,PC10907,1.0,Crest Tooth Paste and Brush,0.0,8.0,6.0,7.0,1.0
Surestay Twentynine Palms Market,PC11043,0.0,Reeses PB Cup,0.0,3.0,2.0,3.0,1.0
Surestay Twentynine Palms Market,PC10971,0.0,Kit Kat King,0.0,12.0,11.0,12.0,1.0
Surestay Twentynine Palms Market,PC10851,0.0,Albanese Gummi Bears 12 Flavor - 3.5oz,0.0,12.0,11.0,12.0,1.0
Surestay Twentynine Palms Market,AVR19716,0.0,Anker USB-C to Lightning 6ft Cable,0.0,4.0,3.0,4.0,1.0
SureStay by Best Western Ontario Airport,PC10851,0.0,Albanese Gummi Bears 12 Flavor - 3.5oz,0.0,5.0,4.0,5.0,1.0
SureStay by Best Western Ontario Airport,PC11042,0.0,Red Vines Original 4oz Peg,0.0,6.0,5.0,6.0,1.0
The Hotel Amarano Burbank-Hollywood,PC11050,0.0,Sahale Cashews Pomegranite With Vanilla,0.0,8.0,7.0,8.0,1.0
The Anza A Calabasas Hotel,PC21202,0.0,Starbucks Caramel Frappuccino RTD 9.5oz,0.0,8.0,7.0,8.0,1.0
The Anza A Calabasas Hotel,AVR19421,0.0,Celsius Sparkling Wild Berry 12oz,0.0,15.0,14.0,15.0,1.0
Club Wyndham Oceanside Pier Resort,AVR18758,2.0,Core Power High Protein Shake Chocolate 14oz,0.0,3.0,0.0,1.0,1.0
Club Wyndham Harbour Lights,PC10793,2.0,Dr Pepper 20oz,0.0,18.0,15.0,16.0,1.0
Club Wyndham Harbour Lights,AVR17700,1.0,Gatorlyte Zero Strawberry Kiwi 20 oz,0.0,12.0,10.0,11.0,1.0
City24 Hotel- Little Italy Mission Hills,AVR14634,2.0,Sour Patch Kids Watermelon,0.0,12.0,9.0,10.0,1.0
The Anza A Calabasas Hotel,AVR16128,0.0,Secret Outlast Deodorant,0.0,7.0,6.0,7.0,1.0
The Anza A Calabasas Hotel,AVR19716,0.0,Anker USB-C to Lightning 6ft Cable,0.0,2.0,1.0,2.0,1.0
Surestay Twentynine Palms Market,PC16533,0.0,Ares Liquid Detergent HE,0.0,19.0,18.0,19.0,1.0
Surestay Twentynine Palms Market,PC11157,0.0,Dasani 20oz,0.0,19.0,18.0,19.0,1.0
Surestay Twentynine Palms Market,PC10811,0.0,Monster Zero Ultra 16oz,0.0,7.0,6.0,7.0,1.0
Surestay Twentynine Palms Market,PC11010,0.0,Nestle Crunch Dibs,0.0,12.0,11.0,12.0,1.0
Comfort Inn - Encinitas Near Legoland,PC10889,3.0,Cheetos Crunchy,0.0,12.0,8.0,9.0,1.0
Comfort Inn - Encinitas Near Legoland,PC10881,1.0,Bumble Bee Tuna Mayo & Crackers 3.5oz,0.0,6.0,4.0,5.0,1.0
Comfort Inn & Suites Near Universal N. Hollywood,PC10941,1.0,SnakClub Energizer Trail Mix Premium,0.0,9.0,7.0,8.0,1.0
Bobrick Market,PC10856,2.0,Altoids Peppermint Mints,0.0,8.0,5.0,6.0,1.0
Bobrick Market,AVR26244,2.0,FTY Double Cheeseburger 5oz,0.0,3.0,0.0,1.0,1.0
Best Western Plus West Covina Inn,PC11004,2.0,Munchies Flamin Hot,0.0,12.0,9.0,10.0,1.0
Best Western Plus West Covina Inn,PC10989,2.0,Maruchan Chicken Cup Soup,0.0,12.0,9.0,10.0,1.0
Best Western Plus Thousand Oaks Inn,PC11163,1.0,Dunkin Donuts Mocha 13.7oz,0.0,8.0,6.0,7.0,1.0
Best Western Plus Stovall's Inn,AVR20398,1.0,Disney Key Chain RG Mickey Face Palm,0.0,28.0,26.0,27.0,1.0
Best Western Plus Stovall's Inn,AVR20393,1.0,Disney Key Chain RG Get Stitch,0.0,22.0,20.0,21.0,1.0
Best Western Plus Redondo Beach Inn,PC16501,2.0,Amys Enchilada Cheese,0.0,5.0,2.0,3.0,1.0
Best Western Plus Redondo Beach Inn,PC11063,2.0,Smartfood White Cheddar Popcorn,0.0,6.0,3.0,4.0,1.0
The Hotel Amarano Burbank-Hollywood,PC10958,0.0,Hot Pocket Ham & Cheese,0.0,15.0,14.0,15.0,1.0
The Hotel Amarano Burbank-Hollywood,PC10889,0.0,Cheetos Crunchy,0.0,9.0,8.0,9.0,1.0
The Hotel Amarano Burbank-Hollywood,PC10937,0.0,El Monterey Bean and Cheese Burrito,0.0,14.0,13.0,14.0,1.0
The Hotel Amarano Burbank-Hollywood,PC10852,0.0,Alka Seltzer,0.0,11.0,10.0,11.0,1.0
The Hotel Amarano Burbank-Hollywood,AVR19716,0.0,Anker USB-C to Lightning 6ft Cable,0.0,5.0,4.0,5.0,1.0
The Hotel Amarano Burbank-Hollywood,PC11051,0.0,Sahale Honey Almonds,0.0,9.0,8.0,9.0,1.0
The Hotel Amarano Burbank-Hollywood,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,12.0,11.0,12.0,1.0
Best Western Plus LA Mid-Town Hotel,PC11092,1.0,Tylenol Extra Strength,0.0,12.0,10.0,11.0,1.0
Best Western Oceanside Inn,PC11010,4.0,Nestle Crunch Dibs,0.0,21.0,16.0,17.0,1.0
Best Western Plus Redondo Beach Inn,PC10882,2.0,Butterfinger,0.0,12.0,9.0,10.0,1.0
Best Western Plus Pavilions,PC10866,1.0,Benadryl,0.0,4.0,2.0,3.0,1.0
Best Western Plus Park Place Anaheim,AVR16128,2.0,Secret Outlast Deodorant,0.0,11.0,8.0,9.0,1.0
Best Western Plus Meridian Market,PC10937,2.0,El Monterey Bean and Cheese Burrito,0.0,12.0,9.0,10.0,1.0
Travelodge Commerce Market,PC11101,0.0,Welchs Mixed Fruit Snack 2.25oz,0.0,4.0,3.0,4.0,1.0
Travelodge Commerce Market,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,4.0,3.0,4.0,1.0
Travelodge Commerce Market,AVR19716,0.0,Anker USB-C to Lightning 6ft Cable,0.0,2.0,1.0,2.0,1.0
The Westin Pasadena,PC10924,0.0,Dole Mixed Fruit,0.0,11.0,10.0,11.0,1.0
The Westin Pasadena,PC11078,0.0,Banana Boat Sport Sunscreen,0.0,16.0,15.0,16.0,1.0
The Westin Pasadena,AVR26365,0.0,Blue Diamond Almonds Roasted Salted,0.0,3.0,2.0,3.0,1.0
The Westin Long Beach,AVR02387,0.0,Waiter's Corkscrew,0.0,5.0,4.0,5.0,1.0
The Hotel Amarano Burbank-Hollywood,PC10813,0.0,Oi Ocha Green Tea Unsweetened,0.0,15.0,14.0,15.0,1.0
The Hotel Amarano Burbank-Hollywood,PC11011,0.0,Nongshim Hot and Spicy Noodle Soup,0.0,11.0,10.0,11.0,1.0
Bobrick Market,PC11040,2.0,Quaker Oatmeal Maple & Brown,0.0,7.0,4.0,5.0,1.0
Ultraserv Lounge Market,PC11039,0.0,Pringles Sour Cream & Onion,0.0,4.0,3.0,4.0,1.0
Ultraserv Lounge Market,PC10968,0.0,Kind Cranberry Almond & Antiox,0.0,4.0,3.0,4.0,1.0
Ultraserv Lounge Market,AVR26226,0.0,FR SLB Triangle Turkey Wheat,0.0,3.0,2.0,3.0,1.0
Ultraserv Lounge Market,AVR26240,0.0,FR Fruit Mixed,0.0,1.0,0.0,1.0,1.0
Travelodge LAX South,PC10888,0.0,Chapstick,0.0,7.0,6.0,7.0,1.0
Travelodge LAX South,PC11074,0.0,Stouffers Lasagna with Meat Sauce,0.0,5.0,4.0,5.0,1.0
Travelodge LAX South,PC10939,0.0,El Monterey Jalapeno Egg Cheese Burrito,0.0,16.0,15.0,16.0,1.0
Travelodge Commerce Market,PC10961,0.0,Jack Links Original,0.0,6.0,5.0,6.0,1.0
Travelodge Commerce Market,PC10881,0.0,Bumble Bee Tuna Mayo & Crackers 3.5oz,0.0,4.0,3.0,4.0,1.0
Travelodge Commerce Market,PC11016,0.0,Nongshim Spicy Shrimp Noodle Soup,0.0,5.0,4.0,5.0,1.0
Travelodge Commerce Market,AVR16059,0.0,Nature's Bakery Fig Bar Blueberry,0.0,5.0,4.0,5.0,1.0
Travelodge Commerce Market,PC00886,0.0,Coke Diet 20oz,0.0,3.0,2.0,3.0,1.0
Travelodge Commerce Market,PC10876,0.0,Boulder Hickory BBQ Chips,0.0,5.0,4.0,5.0,1.0
Travelodge Commerce Market,PC10897,0.0,Clear Eyes Solution 0.2oz,0.0,4.0,3.0,4.0,1.0
Travelodge Commerce Market,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,6.0,5.0,6.0,1.0
Best Western Plus LAX Market,PC10991,2.0,Maruchan Lime Chili Shrimp Cup Soup,0.0,6.0,3.0,4.0,1.0
Ultraserv Lounge Market,AVR00156,0.0,Haagen Dazs Milk Chocolate Almond Ice Cream Bar,0.0,5.0,4.0,5.0,1.0
Ultraserv Lounge Market,PC11010,0.0,Nestle Crunch Dibs,0.0,4.0,3.0,4.0,1.0
Ultraserv Lounge Market,PC10805,0.0,Minute Maid Apple Juice 12oz,0.0,7.0,6.0,7.0,1.0
Ultraserv Lounge Market,AVR27438,0.0,SS Kings Hawaiian Pretzel Bun Trio,0.0,1.0,0.0,1.0,1.0
Ultraserv Lounge Market,PC11038,0.0,Pringles Original,0.0,3.0,2.0,3.0,1.0
Best Western Oceanside Inn,PC10793,2.0,Dr Pepper 20oz,0.0,19.0,16.0,17.0,1.0
Best Western Norwalk Inn,PC11068,1.0,Sour Patch Kids,0.0,8.0,6.0,7.0,1.0
Best Western Norwalk Inn,PC11045,3.0,Rice Krispies Treats Original 1.41oz,0.0,6.0,2.0,3.0,1.0
Best Western Norwalk Inn,PC10997,2.0,Milk Shamrock Lowfat 7oz,0.0,4.0,1.0,2.0,1.0
Best Western Norwalk Inn,PC10984,2.0,M&M Peanut,0.0,9.0,6.0,7.0,1.0
Best Western Norwalk Inn,PC10889,4.0,Cheetos Crunchy,0.0,6.0,1.0,2.0,1.0
Best Western Norwalk Inn,PC10850,2.0,Advil,0.0,10.0,7.0,8.0,1.0
Best Western Norwalk Inn,PC00889,4.0,Snickers,0.0,14.0,9.0,10.0,1.0
Best Western Norwalk Inn,AVR25513,1.0,Peace Tea Razzleberry 16oz,0.0,11.0,9.0,10.0,1.0
Best Western Norwalk Inn,AVR25512,1.0,Peace Tea Georgia Peach 16oz,0.0,13.0,11.0,12.0,1.0
Best Western Hesperia Victorville Suites,PC10880,1.0,Bumble Bee Chicken Salad & Crackers 3.5oz,0.0,5.0,3.0,4.0,1.0
Best Western - Glendora Market,PC10889,1.0,Cheetos Crunchy,0.0,5.0,3.0,4.0,1.0
Best Western - Glendora Market,PC10805,2.0,Minute Maid Apple Juice 12oz,0.0,8.0,5.0,6.0,1.0
Best Western - Glendora Market,PC10798,5.0,Gatorade Cool Blue 20oz,0.0,13.0,7.0,8.0,1.0
Best Western - Glendora Market,PC00888,24.0,Smart Water 20oz,0.0,50.0,25.0,26.0,1.0
Best Western - Glendora Market,PC00886,12.0,Coke Diet 20oz,0.0,23.0,10.0,11.0,1.0
Behr Yale Market,PC14364,1.0,Cheez-It White Cheddar 1.5oz,0.0,6.0,4.0,5.0,1.0
Behr Standard Market,PC10899,2.0,Cliff Bar Chocolate Chip,0.0,10.0,7.0,8.0,1.0
Behr Midway Coatings Cantina Market,PC10997,5.0,Milk Shamrock Lowfat 7oz,0.0,9.0,3.0,4.0,1.0
Behr Main Den 1st Market,PC14013,3.0,Dole Apple Juice,0.0,16.0,12.0,13.0,1.0
Behr Main Den 1st Market,PC11026,2.0,Otis Muffin Wild Blueberry,0.0,7.0,4.0,5.0,1.0
Vistar Fontana,PC11015,0.0,Nongshim Spicy Shin Noodle Soup,0.0,11.0,10.0,11.0,1.0
Vistar Fontana,PC10939,0.0,El Monterey Jalapeno Egg Cheese Burrito,0.0,13.0,12.0,13.0,1.0
Vistar Fontana,PC11013,0.0,Nongshim Mild Chicken Noodle Soup,0.0,5.0,4.0,5.0,1.0
Vistar Fontana,PC16501,0.0,Amys Enchilada Cheese,0.0,6.0,5.0,6.0,1.0
Vistar Fontana,PC11061,0.0,Skittles Fruit,0.0,11.0,10.0,11.0,1.0
Ultraserv Lounge Market,PC10885,0.0,Cereal Frosted Flakes,0.0,4.0,3.0,4.0,1.0
WorldMark Big Bear,PC11092,0.0,Tylenol Extra Strength,0.0,8.0,7.0,8.0,1.0
WorldMark Big Bear,PC10875,0.0,Blue Diamond Almonds Whole Natural,0.0,6.0,5.0,6.0,1.0
WorldMark Big Bear,PC11054,0.0,Scope Mouthwash,0.0,6.0,5.0,6.0,1.0
WorldMark Big Bear,PC10896,0.0,Claritin,0.0,10.0,9.0,10.0,1.0
WorldMark Big Bear,PC10888,0.0,Chapstick,0.0,11.0,10.0,11.0,1.0
WorldMark - Oceanside Market,PC10884,0.0,Cereal Froot Loops,0.0,8.0,7.0,8.0,1.0
WorldMark - Oceanside Market,PC10876,0.0,Boulder Hickory BBQ Chips,0.0,11.0,10.0,11.0,1.0
WorldMark - Oceanside Market,PC21863,0.0,Tums Ultra Berry,0.0,12.0,11.0,12.0,1.0
WorldMark - Oceanside Market,AVR19716,0.0,Anker USB-C to Lightning 6ft Cable,0.0,4.0,3.0,4.0,1.0
WorldMark - Oceanside Market,PC10875,0.0,Blue Diamond Almonds Whole Natural,0.0,9.0,8.0,9.0,1.0
WorldMark - Oceanside Market,PC10899,0.0,Cliff Bar Chocolate Chip,0.0,20.0,19.0,20.0,1.0
WorldMark - Oceanside Market,PC14014,0.0,Digiorno Four Cheese Pizza,0.0,3.0,2.0,3.0,1.0
Best Western - Glendora Market,PC11011,2.0,Nongshim Hot and Spicy Noodle Soup,0.0,4.0,1.0,2.0,1.0
Best Western - Glendora Market,PC10997,2.0,Milk Shamrock Lowfat 7oz,0.0,5.0,2.0,3.0,1.0
Best Western - Glendora Market,PC10972,3.0,Knotts Strawberry Cookie,0.0,7.0,3.0,4.0,1.0
Best Western - Glendora Market,PC10907,2.0,Crest Tooth Paste and Brush,0.0,7.0,4.0,5.0,1.0
