Location,Product ID,Quantity,Value
Miyako Torrance Market,PC11054,4,21.0
Miyako Torrance Market,PC11061,5,18.75
Miyako Torrance Market,PC11062,6,22.5
Miyako Torrance Market,PC11063,11,41.25
Miyako Torrance Market,PC11064,22,115.5
Miyako Torrance Market,PC11068,4,15.0
Miyako Torrance Market,PC11073,1,10.99
Miyako Torrance Market,PC11074,14,153.86
Miyako Torrance Market,PC11078,1,5.25
Miyako Torrance Market,PC11081,11,41.25
Miyako Torrance Market,PC11087,1,5.25
Miyako Torrance Market,PC11088,5,22.5
Miyako Torrance Market,PC11091,18,63.0
Miyako Torrance Market,PC11092,6,31.5
Miyako Torrance Market,PC11101,5,20.0
Miyako Torrance Market,PC14013,27,128.25
Miyako Torrance Market,PC14014,4,43.96
Miyako Torrance Market,PC14015,43,193.5
Miyako Torrance Market,PC14365,10,35.0
Miyako Torrance Market,PC16236,6,22.5
Miyako Torrance Market,PC16264,36,171.0
Miyako Torrance Market,PC16274,10,57.5
Miyako Torrance Market,PC16495,5,18.75
Miyako Torrance Market,PC16496,3,11.25
Miyako Torrance Market,PC16501,3,32.97
Miyako Torrance Market,PC16506,12,45.0
Miyako Torrance Market,PC16521,9,27.0
Miyako Torrance Market,PC16523,6,22.5
Miyako Torrance Market,PC21186,12,131.88
Miyako Torrance Market,PC21853,30,120.0
Miyako Torrance Market,PC21863,4,21.0
Motel 6 Anaheim Maingate Market,AVR00156,22,148.5
Motel 6 Anaheim Maingate Market,AVR06055,18,85.5
Motel 6 Anaheim Maingate Market,AVR14634,19,80.75
Motel 6 Anaheim Maingate Market,AVR14655,48,240.0
Motel 6 Anaheim Maingate Market,AVR15123,2,12.0
Motel 6 Anaheim Maingate Market,AVR15125,13,74.75
Motel 6 Anaheim Maingate Market,AVR15434,33,156.75
Motel 6 Anaheim Maingate Market,AVR15436,42,199.5
Motel 6 Anaheim Maingate Market,AVR16059,14,63.0
Motel 6 Anaheim Maingate Market,AVR16128,9,78.75
Motel 6 Anaheim Maingate Market,AVR17246,37,240.5
Motel 6 Anaheim Maingate Market,AVR17394,6,37.5
Motel 6 Anaheim Maingate Market,AVR17700,76,608.0
Motel 6 Anaheim Maingate Market,AVR17709,2,27.0
Motel 6 Anaheim Maingate Market,AVR18525,27,195.75
Motel 6 Anaheim Maingate Market,AVR18527,35,210.0
Motel 6 Anaheim Maingate Market,AVR18528,180,1080.0
Motel 6 Anaheim Maingate Market,AVR18758,77,558.25
Motel 6 Anaheim Maingate Market,AVR18857,9,56.25
Motel 6 Anaheim Maingate Market,AVR19286,6,52.5
Motel 6 Anaheim Maingate Market,AVR19515,2,54.98
Motel 6 Anaheim Maingate Market,AVR19716,5,137.45
Motel 6 Anaheim Maingate Market,AVR20024,6,54.0
Motel 6 Anaheim Maingate Market,AVR20365,1,23.99
Motel 6 Anaheim Maingate Market,AVR20367,1,23.99
Motel 6 Anaheim Maingate Market,AVR20369,1,29.99
Motel 6 Anaheim Maingate Market,AVR20373,5,149.95
Motel 6 Anaheim Maingate Market,AVR20374,1,29.99
Motel 6 Anaheim Maingate Market,AVR20384,3,89.97
Motel 6 Anaheim Maingate Market,AVR20385,3,74.97
Motel 6 Anaheim Maingate Market,AVR20386,1,24.99
Motel 6 Anaheim Maingate Market,AVR20400,2,19.98
Motel 6 Anaheim Maingate Market,AVR20401,7,146.92999999999998
Motel 6 Anaheim Maingate Market,AVR20402,1,20.99
Motel 6 Anaheim Maingate Market,AVR20403,2,41.98
Motel 6 Anaheim Maingate Market,AVR20409,1,25.99
Motel 6 Anaheim Maingate Market,AVR20410,9,143.91
Motel 6 Anaheim Maingate Market,AVR20411,17,271.83
Motel 6 Anaheim Maingate Market,AVR21354,4,119.96
Motel 6 Anaheim Maingate Market,AVR21355,1,24.99
Motel 6 Anaheim Maingate Market,AVR24780,22,148.5
Motel 6 Anaheim Maingate Market,AVR25675,21,141.75
Motel 6 Anaheim Maingate Market,AVR26295,1,20.99
Motel 6 Anaheim Maingate Market,PC00885,220,1100.0
Motel 6 Anaheim Maingate Market,PC00886,90,450.0
Motel 6 Anaheim Maingate Market,PC00887,113,565.0
Motel 6 Anaheim Maingate Market,PC00888,223,1338.0
Motel 6 Anaheim Maingate Market,PC00889,22,93.5
Motel 6 Anaheim Maingate Market,PC10726,858,7293.0
Motel 6 Anaheim Maingate Market,PC10788,44,286.0
Motel 6 Anaheim Maingate Market,PC10789,43,279.5
Motel 6 Anaheim Maingate Market,PC10790,95,475.0
Motel 6 Anaheim Maingate Market,PC10793,146,730.0
Motel 6 Anaheim Maingate Market,PC10798,111,721.5
Motel 6 Anaheim Maingate Market,PC10806,72,360.0
Motel 6 Anaheim Maingate Market,PC10808,38,247.0
Motel 6 Anaheim Maingate Market,PC10811,63,409.5
Motel 6 Anaheim Maingate Market,PC10825,47,305.5
Motel 6 Anaheim Maingate Market,PC10827,31,201.5
Motel 6 Anaheim Maingate Market,PC10831,35,236.25
Motel 6 Anaheim Maingate Market,PC10832,31,209.25
Motel 6 Anaheim Maingate Market,PC10850,46,287.5
Motel 6 Anaheim Maingate Market,PC10851,10,57.5
Motel 6 Anaheim Maingate Market,PC10852,7,43.75
Motel 6 Anaheim Maingate Market,PC10866,12,75.0
Motel 6 Anaheim Maingate Market,PC10874,1,4.5
Motel 6 Anaheim Maingate Market,PC10875,3,13.5
Motel 6 Anaheim Maingate Market,PC10876,14,59.5
Motel 6 Anaheim Maingate Market,PC10880,3,20.25
Motel 6 Anaheim Maingate Market,PC10881,2,13.5
Motel 6 Anaheim Maingate Market,PC10884,60,285.0
Motel 6 Anaheim Maingate Market,PC10886,33,156.75
Motel 6 Anaheim Maingate Market,PC10888,6,37.5
Motel 6 Anaheim Maingate Market,PC10889,34,144.5
Motel 6 Anaheim Maingate Market,PC10891,50,212.5
Motel 6 Anaheim Maingate Market,PC10892,43,182.75
Motel 6 Anaheim Maingate Market,PC10893,30,127.5
Motel 6 Anaheim Maingate Market,PC10894,26,97.5
Motel 6 Anaheim Maingate Market,PC10895,18,67.5
Motel 6 Anaheim Maingate Market,PC10896,10,87.5
Motel 6 Anaheim Maingate Market,PC10897,6,52.5
Motel 6 Anaheim Maingate Market,PC10906,14,87.5
Motel 6 Anaheim Maingate Market,PC10907,97,848.75
Motel 6 Anaheim Maingate Market,PC10909,28,175.0
Motel 6 Anaheim Maingate Market,PC10925,51,216.75
Motel 6 Anaheim Maingate Market,PC10931,34,144.5
Motel 6 Anaheim Maingate Market,PC10932,45,191.25
Motel 6 Anaheim Maingate Market,PC10937,12,51.0
Motel 6 Anaheim Maingate Market,PC10938,27,114.75
Motel 6 Anaheim Maingate Market,PC10939,3,12.75
Motel 6 Anaheim Maingate Market,PC10941,8,60.0
Motel 6 Anaheim Maingate Market,PC10943,36,225.0
Motel 6 Anaheim Maingate Market,PC10944,6,52.5
Motel 6 Anaheim Maingate Market,PC10946,11,46.75
Motel 6 Anaheim Maingate Market,PC10955,16,92.0
Motel 6 Anaheim Maingate Market,PC10958,20,85.0
Motel 6 Anaheim Maingate Market,PC10959,43,182.75
Motel 6 Anaheim Maingate Market,PC10961,3,17.25
Motel 6 Anaheim Maingate Market,PC10962,9,51.75
Motel 6 Anaheim Maingate Market,PC10971,38,218.5
Motel 6 Anaheim Maingate Market,PC10972,15,63.75
Motel 6 Anaheim Maingate Market,PC10978,30,127.5
Motel 6 Anaheim Maingate Market,PC10984,25,106.25
Motel 6 Anaheim Maingate Market,PC10986,12,51.0
Motel 6 Anaheim Maingate Market,PC10988,20,105.0
Motel 6 Anaheim Maingate Market,PC10989,65,260.0
Motel 6 Anaheim Maingate Market,PC10990,47,188.0
Motel 6 Anaheim Maingate Market,PC11004,28,119.0
Motel 6 Anaheim Maingate Market,PC11005,12,75.0
Motel 6 Anaheim Maingate Market,PC11007,6,22.5
Motel 6 Anaheim Maingate Market,PC11008,11,41.25
Motel 6 Anaheim Maingate Market,PC11010,29,253.75
Motel 6 Anaheim Maingate Market,PC11011,11,57.75
Motel 6 Anaheim Maingate Market,PC11013,29,152.25
Motel 6 Anaheim Maingate Market,PC11015,31,162.75
Motel 6 Anaheim Maingate Market,PC11016,14,73.5
Motel 6 Anaheim Maingate Market,PC11021,12,105.0
Motel 6 Anaheim Maingate Market,PC11024,42,178.5
Motel 6 Anaheim Maingate Market,PC11025,71,301.75
Motel 6 Anaheim Maingate Market,PC11026,43,182.75
Motel 6 Anaheim Maingate Market,PC11035,16,68.0
Motel 6 Anaheim Maingate Market,PC11038,14,63.0
Motel 6 Anaheim Maingate Market,PC11039,33,148.5
Motel 6 Anaheim Maingate Market,PC11042,9,51.75
Motel 6 Anaheim Maingate Market,PC11043,44,187.0
Motel 6 Anaheim Maingate Market,PC11045,14,59.5
Motel 6 Anaheim Maingate Market,PC11054,10,87.5
Motel 6 Anaheim Maingate Market,PC11061,20,85.0
Motel 6 Anaheim Maingate Market,PC11062,12,51.0
Motel 6 Anaheim Maingate Market,PC11063,36,153.0
Motel 6 Anaheim Maingate Market,PC11064,32,184.0
Motel 6 Anaheim Maingate Market,PC11068,12,51.0
Motel 6 Anaheim Maingate Market,PC11073,8,92.0
Motel 6 Anaheim Maingate Market,PC11074,7,80.5
Motel 6 Anaheim Maingate Market,PC11078,11,96.25
Motel 6 Anaheim Maingate Market,PC11081,10,42.5
Motel 6 Anaheim Maingate Market,PC11087,12,105.0
Motel 6 Anaheim Maingate Market,PC11091,22,93.5
Motel 6 Anaheim Maingate Market,PC11092,45,281.25
Motel 6 Anaheim Maingate Market,PC11101,20,90.0
Motel 6 Anaheim Maingate Market,PC11157,261,1500.75
Motel 6 Anaheim Maingate Market,PC14013,95,522.5
Motel 6 Anaheim Maingate Market,PC14014,9,103.5
Motel 6 Anaheim Maingate Market,PC14364,9,33.75
Motel 6 Anaheim Maingate Market,PC16264,41,225.5
Motel 6 Anaheim Maingate Market,PC16271,60,390.0
Motel 6 Anaheim Maingate Market,PC16274,57,370.5
Motel 6 Anaheim Maingate Market,PC16501,1,11.5
Motel 6 Anaheim Maingate Market,PC16506,23,97.75
Motel 6 Anaheim Maingate Market,PC16523,24,102.0
Motel 6 Anaheim Maingate Market,PC16529,9,51.75
Motel 6 Anaheim Maingate Market,PC16533,11,41.25
Motel 6 Anaheim Maingate Market,PC16535,6,22.5
Motel 6 Anaheim Maingate Market,PC19076,42,210.0
Motel 6 Anaheim Maingate Market,PC21186,19,218.5
Motel 6 Anaheim Maingate Market,PC21202,40,270.0
Motel 6 Anaheim Maingate Market,PC21853,46,310.5
Motel 6 Anaheim Maingate Market,PC21854,27,175.5
Motel 6 Anaheim Maingate Market,PC21863,21,131.25
Motel 6 Buena Park,AVR14634,5,18.75
Motel 6 Buena Park,AVR16059,2,8.0
Motel 6 Buena Park,AVR19286,10,52.5
Motel 6 Buena Park,AVR19515,1,25.99
Motel 6 Buena Park,AVR19716,1,24.99
Motel 6 Buena Park,PC00885,49,204.85
Motel 6 Buena Park,PC00886,16,68.0
Motel 6 Buena Park,PC00887,37,157.25
Motel 6 Buena Park,PC00888,74,366.0
Motel 6 Buena Park,PC00889,6,21.0
Motel 6 Buena Park,PC10726,20,140.0
Motel 6 Buena Park,PC10793,26,110.5
Motel 6 Buena Park,PC10806,23,97.75
Motel 6 Buena Park,PC10807,9,38.25
Motel 6 Buena Park,PC10808,15,86.25
Motel 6 Buena Park,PC10821,19,77.35
Motel 6 Buena Park,PC10825,14,80.5
Motel 6 Buena Park,PC10850,3,15.75
Motel 6 Buena Park,PC10851,2,10.5
Motel 6 Buena Park,PC10881,2,10.5
Motel 6 Buena Park,PC10886,3,12.0
Motel 6 Buena Park,PC10889,10,37.5
Motel 6 Buena Park,PC10891,10,37.5
Motel 6 Buena Park,PC10907,20,105.19999999999999
Motel 6 Buena Park,PC10925,12,45.0
Motel 6 Buena Park,PC10931,7,26.25
Motel 6 Buena Park,PC10932,12,43.5
Motel 6 Buena Park,PC10941,1,6.5
Motel 6 Buena Park,PC10943,6,31.5
Motel 6 Buena Park,PC10955,3,15.75
Motel 6 Buena Park,PC10962,1,5.25
Motel 6 Buena Park,PC10971,12,63.0
Motel 6 Buena Park,PC10972,9,33.75
Motel 6 Buena Park,PC10978,9,33.75
Motel 6 Buena Park,PC10984,11,41.25
Motel 6 Buena Park,PC10989,7,24.5
Motel 6 Buena Park,PC10997,10,37.5
Motel 6 Buena Park,PC11007,2,6.5
Motel 6 Buena Park,PC11025,9,33.75
Motel 6 Buena Park,PC11035,2,7.5
Motel 6 Buena Park,PC11038,10,40.0
Motel 6 Buena Park,PC11039,5,20.0
Motel 6 Buena Park,PC11042,2,10.5
Motel 6 Buena Park,PC11043,19,71.25
Motel 6 Buena Park,PC11045,3,11.25
Motel 6 Buena Park,PC11061,2,7.5
Motel 6 Buena Park,PC11068,3,11.25
Motel 6 Buena Park,PC11081,11,41.25
Motel 6 Buena Park,PC11091,3,10.5
Motel 6 Buena Park,PC11092,1,5.25
Motel 6 Buena Park,PC11157,47,199.75
Motel 6 Buena Park,PC11163,5,28.75
Motel 6 Buena Park,PC16271,30,172.5
Motel 6 Buena Park,PC16274,12,69.0
Motel 6 Buena Park,PC16533,15,48.75
Motel 6 Buena Park,PC16535,12,39.0
Motel 6 Buena Park,PC19076,6,25.5
Motel 6 Buena Park,PC21854,15,82.5
Motel 6 Carlsbad,AVR00156,17,106.25
Motel 6 Carlsbad,AVR08848,6,22.5
Motel 6 Carlsbad,AVR14634,4,15.0
Motel 6 Carlsbad,AVR14655,3,12.75
Motel 6 Carlsbad,AVR15125,1,4.75
Motel 6 Carlsbad,AVR15436,9,38.25
Motel 6 Carlsbad,AVR16058,3,12.0
Motel 6 Carlsbad,AVR16059,6,24.0
Motel 6 Carlsbad,AVR17246,4,23.0
Motel 6 Carlsbad,AVR17700,29,166.75
Motel 6 Carlsbad,AVR17709,6,77.94
Motel 6 Carlsbad,AVR18525,10,65.0
Motel 6 Carlsbad,AVR18526,15,78.75
Motel 6 Carlsbad,AVR18528,21,110.25
Motel 6 Carlsbad,AVR18758,8,49.4
Motel 6 Carlsbad,AVR18805,1,11.0
Motel 6 Carlsbad,AVR19286,6,31.5
Motel 6 Carlsbad,AVR19421,1,5.75
Motel 6 Carlsbad,AVR19515,1,25.99
Motel 6 Carlsbad,AVR20335,11,41.25
Motel 6 Carlsbad,AVR22118,1,4.75
Motel 6 Carlsbad,AVR23097,15,78.75
Motel 6 Carlsbad,PC00885,113,475.15
Motel 6 Carlsbad,PC00886,48,176.8
Motel 6 Carlsbad,PC00887,32,136.0
Motel 6 Carlsbad,PC00888,52,258.0
Motel 6 Carlsbad,PC00889,31,108.75
Motel 6 Carlsbad,PC10726,79,553.0
Motel 6 Carlsbad,PC10788,1,5.75
Motel 6 Carlsbad,PC10789,2,11.5
Motel 6 Carlsbad,PC10790,28,119.0
Motel 6 Carlsbad,PC10793,51,216.75
Motel 6 Carlsbad,PC10798,27,150.65
Motel 6 Carlsbad,PC10805,19,84.55
Motel 6 Carlsbad,PC10806,29,116.45
Motel 6 Carlsbad,PC10807,21,95.95
Motel 6 Carlsbad,PC10808,34,195.5
Motel 6 Carlsbad,PC10811,7,40.25
Motel 6 Carlsbad,PC10825,16,85.1
Motel 6 Carlsbad,PC10831,20,100.8
Motel 6 Carlsbad,PC10832,19,97.65
Motel 6 Carlsbad,PC10850,4,21.0
Motel 6 Carlsbad,PC10851,2,10.5
Motel 6 Carlsbad,PC10852,1,5.25
Motel 6 Carlsbad,PC10874,3,12.0
Motel 6 Carlsbad,PC10875,1,4.0
Motel 6 Carlsbad,PC10876,4,13.5
Motel 6 Carlsbad,PC10882,12,45.0
Motel 6 Carlsbad,PC10884,7,29.75
Motel 6 Carlsbad,PC10888,2,10.5
Motel 6 Carlsbad,PC10889,16,60.0
Motel 6 Carlsbad,PC10891,8,30.0
Motel 6 Carlsbad,PC10892,19,71.25
Motel 6 Carlsbad,PC10893,21,78.75
Motel 6 Carlsbad,PC10895,12,45.0
Motel 6 Carlsbad,PC10899,1,4.75
Motel 6 Carlsbad,PC10901,1,4.75
Motel 6 Carlsbad,PC10907,20,117.6
Motel 6 Carlsbad,PC10909,1,5.25
Motel 6 Carlsbad,PC10931,9,33.75
Motel 6 Carlsbad,PC10932,18,67.5
Motel 6 Carlsbad,PC10936,3,15.0
Motel 6 Carlsbad,PC10937,5,14.25
Motel 6 Carlsbad,PC10938,19,71.25
Motel 6 Carlsbad,PC10939,6,22.5
Motel 6 Carlsbad,PC10941,6,39.0
Motel 6 Carlsbad,PC10943,4,21.0
Motel 6 Carlsbad,PC10944,2,12.0
Motel 6 Carlsbad,PC10955,18,94.5
Motel 6 Carlsbad,PC10958,12,45.0
Motel 6 Carlsbad,PC10959,26,97.5
Motel 6 Carlsbad,PC10961,4,21.0
Motel 6 Carlsbad,PC10962,6,31.5
Motel 6 Carlsbad,PC10971,37,187.95
Motel 6 Carlsbad,PC10972,24,88.5
Motel 6 Carlsbad,PC10978,14,52.5
Motel 6 Carlsbad,PC10984,14,51.0
Motel 6 Carlsbad,PC10986,10,37.5
Motel 6 Carlsbad,PC10989,6,22.5
Motel 6 Carlsbad,PC10990,6,22.5
Motel 6 Carlsbad,PC11004,13,41.25
Motel 6 Carlsbad,PC11007,3,12.0
Motel 6 Carlsbad,PC11010,7,57.75
Motel 6 Carlsbad,PC11011,1,6.0
Motel 6 Carlsbad,PC11013,4,24.0
Motel 6 Carlsbad,PC11015,6,36.0
Motel 6 Carlsbad,PC11028,1,5.25
Motel 6 Carlsbad,PC11035,16,64.0
Motel 6 Carlsbad,PC11038,4,16.0
Motel 6 Carlsbad,PC11039,11,42.4
Motel 6 Carlsbad,PC11042,12,63.0
Motel 6 Carlsbad,PC11043,28,102.0
Motel 6 Carlsbad,PC11045,6,24.0
Motel 6 Carlsbad,PC11054,5,26.25
Motel 6 Carlsbad,PC11061,10,37.5
Motel 6 Carlsbad,PC11062,3,11.25
Motel 6 Carlsbad,PC11063,18,66.0
Motel 6 Carlsbad,PC11064,29,152.25
Motel 6 Carlsbad,PC11068,10,37.5
Motel 6 Carlsbad,PC11073,3,32.97
Motel 6 Carlsbad,PC11074,4,43.96
Motel 6 Carlsbad,PC11081,9,33.75
Motel 6 Carlsbad,PC11084,16,60.0
Motel 6 Carlsbad,PC11091,22,79.5
Motel 6 Carlsbad,PC11092,4,21.0
Motel 6 Carlsbad,PC11101,6,31.5
Motel 6 Carlsbad,PC11157,42,178.5
Motel 6 Carlsbad,PC14014,3,32.97
Motel 6 Carlsbad,PC14016,11,63.25
Motel 6 Carlsbad,PC16271,16,92.0
Motel 6 Carlsbad,PC16501,4,43.96
Motel 6 Carlsbad,PC16506,13,48.75
Motel 6 Carlsbad,PC16521,5,18.75
Motel 6 Carlsbad,PC16533,5,16.25
Motel 6 Carlsbad,PC16535,2,6.5
Motel 6 Carlsbad,PC19076,14,59.5
Motel 6 Carlsbad,PC21186,8,87.92
Motel 6 Carlsbad,PC21853,43,268.75
Motel 6 Carlsbad,PC21854,10,48.0
Motel 6 Carlsbad,PC21863,1,5.25
Motel 6 Carson,AVR00149,31,138.25
Motel 6 Carson,AVR00150,15,76.6
Motel 6 Carson,AVR00156,30,195.0
Motel 6 Carson,AVR06020,12,53.5
Motel 6 Carson,AVR08848,20,78.25
Motel 6 Carson,AVR09658,2,8.75
Motel 6 Carson,AVR14634,3,11.5
Motel 6 Carson,AVR14655,12,53.0
Motel 6 Carson,AVR15128,11,53.6
Motel 6 Carson,AVR15434,3,13.25
Motel 6 Carson,AVR16059,14,59.25
Motel 6 Carson,AVR16128,2,10.5
Motel 6 Carson,AVR17246,8,46.5
Motel 6 Carson,AVR17700,42,305.7
Motel 6 Carson,AVR17709,6,78.98
Motel 6 Carson,AVR18805,1,10.5
Motel 6 Carson,AVR19286,16,116.5
Motel 6 Carson,AVR19515,3,79.97
Motel 6 Carson,AVR19517,6,129.94
Motel 6 Carson,AVR19716,2,53.98
Motel 6 Carson,AVR22118,7,36.25
Motel 6 Carson,AVR23097,4,22.0
Motel 6 Carson,AVR24779,15,82.5
Motel 6 Carson,AVR25513,5,22.5
Motel 6 Carson,AVR25675,9,49.5
Motel 6 Carson,PC00885,113,487.95
Motel 6 Carson,PC00886,10,41.0
Motel 6 Carson,PC00887,33,143.45
Motel 6 Carson,PC00888,89,473.0
Motel 6 Carson,PC00889,29,114.5
Motel 6 Carson,PC10726,292,2251.8
Motel 6 Carson,PC10788,2,6.9
Motel 6 Carson,PC10789,3,15.1
Motel 6 Carson,PC10790,14,62.25
Motel 6 Carson,PC10793,70,309.0
Motel 6 Carson,PC10796,41,175.05
Motel 6 Carson,PC10798,51,313.75
Motel 6 Carson,PC10805,36,177.9
Motel 6 Carson,PC10806,12,53.0
Motel 6 Carson,PC10807,32,157.0
Motel 6 Carson,PC10808,16,92.0
Motel 6 Carson,PC10811,20,120.5
Motel 6 Carson,PC10812,12,53.25
Motel 6 Carson,PC10825,41,239.75
Motel 6 Carson,PC10827,8,46.5
Motel 6 Carson,PC10831,15,77.45
Motel 6 Carson,PC10832,15,83.45
Motel 6 Carson,PC10850,7,41.25
Motel 6 Carson,PC10851,8,43.75
Motel 6 Carson,PC10852,2,12.0
Motel 6 Carson,PC10866,4,22.5
Motel 6 Carson,PC10884,2,8.75
Motel 6 Carson,PC10886,1,4.5
Motel 6 Carson,PC10888,5,30.0
Motel 6 Carson,PC10889,15,58.25
Motel 6 Carson,PC10891,17,66.5
Motel 6 Carson,PC10892,22,86.25
Motel 6 Carson,PC10893,25,96.9
Motel 6 Carson,PC10894,11,37.75
Motel 6 Carson,PC10896,3,25.5
Motel 6 Carson,PC10899,6,29.5
Motel 6 Carson,PC10901,2,9.75
Motel 6 Carson,PC10907,36,283.25
Motel 6 Carson,PC10909,3,18.0
Motel 6 Carson,PC10925,9,35.0
Motel 6 Carson,PC10931,20,78.5
Motel 6 Carson,PC10932,12,47.0
Motel 6 Carson,PC10936,3,15.75
Motel 6 Carson,PC10937,5,19.75
Motel 6 Carson,PC10938,19,74.0
Motel 6 Carson,PC10939,8,31.75
Motel 6 Carson,PC10941,7,43.75
Motel 6 Carson,PC10943,6,36.0
Motel 6 Carson,PC10955,19,103.0
Motel 6 Carson,PC10958,13,52.0
Motel 6 Carson,PC10959,29,114.5
Motel 6 Carson,PC10962,3,16.5
Motel 6 Carson,PC10971,18,98.0
Motel 6 Carson,PC10972,14,55.75
Motel 6 Carson,PC10978,13,51.75
Motel 6 Carson,PC10984,13,51.5
Motel 6 Carson,PC10986,1,4.0
Motel 6 Carson,PC10989,22,80.5
Motel 6 Carson,PC10990,4,14.25
Motel 6 Carson,PC10997,33,132.05
Motel 6 Carson,PC11004,19,75.25
Motel 6 Carson,PC11010,18,152.25
Motel 6 Carson,PC11011,8,39.0
Motel 6 Carson,PC11013,11,50.0
Motel 6 Carson,PC11015,24,115.0
Motel 6 Carson,PC11020,5,29.25
Motel 6 Carson,PC11021,3,17.25
Motel 6 Carson,PC11024,20,78.5
Motel 6 Carson,PC11025,31,119.05
Motel 6 Carson,PC11026,16,63.5
Motel 6 Carson,PC11028,8,45.75
Motel 6 Carson,PC11035,12,47.0
Motel 6 Carson,PC11038,6,24.5
Motel 6 Carson,PC11039,3,12.75
Motel 6 Carson,PC11042,13,71.0
Motel 6 Carson,PC11043,11,43.25
Motel 6 Carson,PC11045,18,70.25
Motel 6 Carson,PC11054,6,47.75
Motel 6 Carson,PC11061,2,7.75
Motel 6 Carson,PC11063,13,51.0
Motel 6 Carson,PC11064,33,178.0
Motel 6 Carson,PC11073,2,21.98
Motel 6 Carson,PC11074,9,100.21000000000001
Motel 6 Carson,PC11081,16,63.0
Motel 6 Carson,PC11084,26,103.5
Motel 6 Carson,PC11091,16,61.5
Motel 6 Carson,PC11092,13,76.5
Motel 6 Carson,PC11101,5,20.75
Motel 6 Carson,PC11157,73,335.75
Motel 6 Carson,PC14014,13,144.95
Motel 6 Carson,PC14016,19,118.25
Motel 6 Carson,PC14364,1,3.25
Motel 6 Carson,PC16236,1,4.0
Motel 6 Carson,PC16271,28,162.6
Motel 6 Carson,PC16275,16,64.3
Motel 6 Carson,PC16483,6,33.0
Motel 6 Carson,PC16501,2,22.240000000000002
Motel 6 Carson,PC16506,10,40.0
Motel 6 Carson,PC16523,14,54.25
Motel 6 Carson,PC16533,29,99.0
Motel 6 Carson,PC16535,8,27.5
Motel 6 Carson,PC19076,37,159.1
Motel 6 Carson,PC21186,13,144.95
Motel 6 Carson,PC21202,5,27.3
Motel 6 Carson,PC21222,22,115.75
Motel 6 Carson,PC21853,21,135.25
Motel 6 Carson,PC21854,18,104.0
Motel 6 Carson,PC21863,6,35.25
Motel 6 Westminster North,AVR00156,11,68.75
Motel 6 Westminster North,AVR14655,7,29.75
Motel 6 Westminster North,AVR17246,4,23.0
Motel 6 Westminster North,AVR17700,10,57.5
Motel 6 Westminster North,AVR17709,6,77.94
Motel 6 Westminster North,AVR18525,2,12.5
Motel 6 Westminster North,AVR18526,2,10.5
Motel 6 Westminster North,AVR18528,9,47.25
Motel 6 Westminster North,AVR18758,5,31.25
Motel 6 Westminster North,AVR18857,2,10.5
Motel 6 Westminster North,AVR19286,13,68.25
Motel 6 Westminster North,AVR20335,15,54.75
Motel 6 Westminster North,PC00885,61,225.25
Motel 6 Westminster North,PC00886,21,89.25
Motel 6 Westminster North,PC00887,30,112.2
Motel 6 Westminster North,PC00888,50,248.0
Motel 6 Westminster North,PC00889,7,26.25
Motel 6 Westminster North,PC10726,98,683.2
Motel 6 Westminster North,PC10790,25,94.35
Motel 6 Westminster North,PC10793,32,129.2
Motel 6 Westminster North,PC10798,18,101.2
Motel 6 Westminster North,PC10805,5,21.25
Motel 6 Westminster North,PC10806,19,77.35
Motel 6 Westminster North,PC10807,7,29.75
Motel 6 Westminster North,PC10808,16,73.6
Motel 6 Westminster North,PC10811,8,43.7
Motel 6 Westminster North,PC10825,10,55.2
Motel 6 Westminster North,PC10827,6,34.5
Motel 6 Westminster North,PC10831,5,26.25
Motel 6 Westminster North,PC10850,5,26.25
Motel 6 Westminster North,PC10851,4,21.0
Motel 6 Westminster North,PC10852,2,10.5
Motel 6 Westminster North,PC10866,3,15.75
Motel 6 Westminster North,PC10874,3,12.0
Motel 6 Westminster North,PC10888,1,5.25
Motel 6 Westminster North,PC10889,15,54.75
Motel 6 Westminster North,PC10891,19,54.75
Motel 6 Westminster North,PC10893,13,44.25
Motel 6 Westminster North,PC10894,10,35.0
Motel 6 Westminster North,PC10907,14,73.5
Motel 6 Westminster North,PC10909,3,15.75
Motel 6 Westminster North,PC10932,13,47.25
Motel 6 Westminster North,PC10937,8,30.0
Motel 6 Westminster North,PC10938,13,47.25
Motel 6 Westminster North,PC10939,3,11.25
Motel 6 Westminster North,PC10941,5,32.5
Motel 6 Westminster North,PC10943,10,52.5
Motel 6 Westminster North,PC10944,4,21.0
Motel 6 Westminster North,PC10955,6,31.5
Motel 6 Westminster North,PC10958,6,22.5
Motel 6 Westminster North,PC10959,9,33.75
Motel 6 Westminster North,PC10962,7,36.75
Motel 6 Westminster North,PC10971,7,36.75
Motel 6 Westminster North,PC10972,16,60.0
Motel 6 Westminster North,PC10984,12,45.0
Motel 6 Westminster North,PC10989,1,2.1
Motel 6 Westminster North,PC10990,4,11.2
Motel 6 Westminster North,PC10997,17,59.5
Motel 6 Westminster North,PC11004,9,33.75
Motel 6 Westminster North,PC11010,10,82.5
Motel 6 Westminster North,PC11013,8,34.0
Motel 6 Westminster North,PC11028,2,10.5
Motel 6 Westminster North,PC11035,3,11.25
Motel 6 Westminster North,PC11042,2,10.5
Motel 6 Westminster North,PC11043,9,33.75
Motel 6 Westminster North,PC11045,4,15.0
Motel 6 Westminster North,PC11061,12,45.0
