Location,Product Code,Total_Sales_Qty,Total_Sales_Value,Total_In_Qty,Total_In_Cost,Known_Adjustments_Qty,Known_Adjustments_Cost,Implied_Stock_Delta,Shrink_Qty_Approx
FFI - Moorpark Market,PC21854,82.0,414.09999999999997,0.0,0.0,33.0,38.339999999999996,-82.0,-115.0
Fairfield Inn Los Alamitos Market,AVR00140,24.0,118.0,0.0,0.0,31.0,41.010000000000005,-24.0,-55.0
Fairfield Inn Los Alamitos Market,AVR00141,21.0,105.0,0.0,0.0,10.0,13.4,-21.0,-31.0
Fairfield Inn Los Alamitos Market,AVR00144,13.0,65.0,0.0,0.0,8.0,10.64,-13.0,-21.0
Fairfield Inn Los Alamitos Market,AVR00145,10.0,42.0,0.0,0.0,28.0,36.28,-10.0,-38.0
Fairfield Inn Los Alamitos Market,AVR00146,13.0,65.0,0.0,0.0,7.0,9.31,-13.0,-20.0
Fairfield Inn Los Alamitos Market,AVR00147,23.0,99.0,0.0,0.0,23.0,30.590000000000003,-23.0,-46.0
Fairfield Inn Los Alamitos Market,AVR00148,9.0,45.0,0.0,0.0,4.0,5.220000000000001,-9.0,-13.0
Fairfield Inn Los Alamitos Market,AVR00156,46.0,276.0,0.0,0.0,24.0,57.75,-46.0,-70.0
Fairfield Inn Los Alamitos Market,AVR00601,22.0,98.0,0.0,0.0,7.0,9.22,-22.0,-29.0
Fairfield Inn Los Alamitos Market,AVR09658,8.0,35.36,0.0,0.0,23.0,24.11,-8.0,-31.0
Fairfield Inn Los Alamitos Market,AVR14634,10.0,35.0,0.0,0.0,7.0,8.209999999999999,-10.0,-17.0
Fairfield Inn Los Alamitos Market,AVR16058,5.0,18.75,0.0,0.0,2.0,1.68,-5.0,-7.0
Fairfield Inn Los Alamitos Market,AVR16059,6.0,22.5,0.0,0.0,6.0,5.04,-6.0,-12.0
Fairfield Inn Los Alamitos Market,AVR16128,1.0,5.46,0.0,0.0,0.0,0.0,-1.0,-1.0
Fairfield Inn Los Alamitos Market,AVR17147,23.0,100.51,0.0,0.0,8.0,8.360000000000001,-23.0,-31.0
Fairfield Inn Los Alamitos Market,AVR17709,14.0,167.86,0.0,0.0,8.0,40.08,-14.0,-22.0
Fairfield Inn Los Alamitos Market,AVR18805,1.0,6.555,0.0,0.0,3.0,7.79,-1.0,-4.0
Fairfield Inn Los Alamitos Market,AVR19421,27.0,161.21519999999998,0.0,0.0,21.0,44.76,-27.0,-48.0
Fairfield Inn Los Alamitos Market,AVR19515,3.0,85.17,0.0,0.0,1.0,5.31,-3.0,-4.0
Fairfield Inn Los Alamitos Market,AVR19517,2.0,45.86,0.0,0.0,5.0,45.099999999999994,-2.0,-7.0
Fairfield Inn Los Alamitos Market,AVR19716,1.0,27.3016,0.0,0.0,2.0,15.44,-1.0,-3.0
Fairfield Inn Los Alamitos Market,AVR19999,24.0,106.08,0.0,0.0,34.0,35.7,-24.0,-58.0
Fairfield Inn Los Alamitos Market,AVR20000,26.0,98.89999999999999,0.0,0.0,11.0,11.45,-26.0,-37.0
Fairfield Inn Los Alamitos Market,PC00889,25.0,87.5,0.0,0.0,15.0,16.07,-25.0,-40.0
Fairfield Inn Los Alamitos Market,PC10798,54.0,196.29999999999998,0.0,0.0,23.0,30.82,-54.0,-77.0
Fairfield Inn Los Alamitos Market,PC10808,12.0,53.5104,0.0,0.0,8.0,12.98,-12.0,-20.0
Fairfield Inn Los Alamitos Market,PC10812,28.0,113.262,0.0,0.0,25.0,26.09,-28.0,-53.0
Fairfield Inn Los Alamitos Market,PC10821,89.0,353.144,0.0,0.0,43.0,44.97,-89.0,-132.0
Fairfield Inn Los Alamitos Market,PC10831,12.0,60.599999999999994,0.0,0.0,18.0,24.3,-12.0,-30.0
Fairfield Inn Los Alamitos Market,PC10832,6.0,26.299999999999997,0.0,0.0,9.0,12.15,-6.0,-15.0
Fairfield Inn Los Alamitos Market,PC10848,6.0,24.0,0.0,0.0,12.0,18.63,-6.0,-18.0
Fairfield Inn Los Alamitos Market,PC10850,16.0,87.375,0.0,0.0,4.0,7.0,-16.0,-20.0
Fairfield Inn Los Alamitos Market,PC10866,6.0,32.765,0.0,0.0,5.0,11.29,-6.0,-11.0
Fairfield Inn Los Alamitos Market,PC10874,7.0,23.1,0.0,0.0,7.0,6.09,-7.0,-14.0
Fairfield Inn Los Alamitos Market,PC10880,2.0,10.0,0.0,0.0,10.0,22.9,-2.0,-12.0
Fairfield Inn Los Alamitos Market,PC10881,4.0,20.0,0.0,0.0,2.0,4.58,-4.0,-6.0
Fairfield Inn Los Alamitos Market,PC10884,5.0,20.0,0.0,0.0,4.0,5.28,-5.0,-9.0
Fairfield Inn Los Alamitos Market,PC10888,2.0,10.93,0.0,0.0,1.0,1.57,-2.0,-3.0
Fairfield Inn Los Alamitos Market,PC10895,4.0,12.0,0.0,0.0,2.0,0.98,-4.0,-6.0
Fairfield Inn Los Alamitos Market,PC10897,4.0,21.84,0.0,0.0,3.0,9.09,-4.0,-7.0
Fairfield Inn Los Alamitos Market,PC10907,17.0,92.83,0.0,0.0,4.0,5.74,-17.0,-21.0
Fairfield Inn Los Alamitos Market,PC10909,1.0,5.4625,0.0,0.0,8.0,18.169999999999998,-1.0,-9.0
Fairfield Inn Los Alamitos Market,PC10925,18.0,66.0,0.0,0.0,8.0,6.32,-18.0,-26.0
Fairfield Inn Los Alamitos Market,PC10936,6.0,30.0,0.0,0.0,9.0,10.31,-6.0,-15.0
Fairfield Inn Los Alamitos Market,PC10937,5.0,17.5,0.0,0.0,12.0,9.36,-5.0,-17.0
Fairfield Inn Los Alamitos Market,PC10938,10.0,35.0,0.0,0.0,6.0,4.68,-10.0,-16.0
Fairfield Inn Los Alamitos Market,PC10943,8.0,43.685,0.0,0.0,0.0,0.0,-8.0,-8.0
Fairfield Inn Los Alamitos Market,PC10944,1.0,5.46,0.0,0.0,2.0,5.86,-1.0,-3.0
Fairfield Inn Los Alamitos Market,PC10955,15.0,75.0,0.0,0.0,22.0,46.94,-15.0,-37.0
Fairfield Inn Los Alamitos Market,PC10958,17.0,59.5,0.0,0.0,4.0,3.96,-17.0,-21.0
Fairfield Inn Los Alamitos Market,PC10959,15.0,52.5,0.0,0.0,12.0,11.879999999999999,-15.0,-27.0
Fairfield Inn Los Alamitos Market,PC10962,2.0,10.0,0.0,0.0,2.0,2.74,-2.0,-4.0
Fairfield Inn Los Alamitos Market,PC10971,21.0,105.0,0.0,0.0,34.0,68.26,-21.0,-55.0
Fairfield Inn Los Alamitos Market,PC10972,16.0,51.8,0.0,0.0,9.0,5.94,-16.0,-25.0
Fairfield Inn Los Alamitos Market,PC10978,2.0,6.0,0.0,0.0,0.0,0.0,-2.0,-2.0
Fairfield Inn Los Alamitos Market,PC10984,24.0,84.0,0.0,0.0,16.0,18.72,-24.0,-40.0
Fairfield Inn Los Alamitos Market,PC10989,14.0,42.0,0.0,0.0,3.0,1.8399999999999999,-14.0,-17.0
Fairfield Inn Los Alamitos Market,PC10991,4.0,12.0,0.0,0.0,7.0,4.27,-4.0,-11.0
Fairfield Inn Los Alamitos Market,PC10997,8.0,26.0,0.0,0.0,7.0,5.319999999999999,-8.0,-15.0
Fairfield Inn Los Alamitos Market,PC11007,16.0,46.8,0.0,0.0,8.0,3.84,-16.0,-24.0
Fairfield Inn Los Alamitos Market,PC11010,33.0,264.0,0.0,0.0,10.0,24.1,-33.0,-43.0
Fairfield Inn Los Alamitos Market,PC11016,3.0,12.0,0.0,0.0,1.0,1.4,-3.0,-4.0
Fairfield Inn Los Alamitos Market,PC11021,4.0,21.845,0.0,0.0,1.0,3.02,-4.0,-5.0
Fairfield Inn Los Alamitos Market,PC11038,18.0,63.0,0.0,0.0,5.0,3.74,-18.0,-23.0
Fairfield Inn Los Alamitos Market,PC11039,6.0,21.0,0.0,0.0,5.0,3.71,-6.0,-11.0
Fairfield Inn Los Alamitos Market,PC11042,23.0,115.0,0.0,0.0,10.0,9.59,-23.0,-33.0
Fairfield Inn Los Alamitos Market,PC11043,30.0,103.6,0.0,0.0,4.0,4.21,-30.0,-34.0
Fairfield Inn Los Alamitos Market,PC11061,10.0,35.0,0.0,0.0,9.0,10.53,-10.0,-19.0
Fairfield Inn Los Alamitos Market,PC11064,34.0,170.0,0.0,0.0,26.0,28.599999999999998,-34.0,-60.0
Fairfield Inn Los Alamitos Market,PC11068,25.0,87.5,0.0,0.0,7.0,8.209999999999999,-25.0,-32.0
Fairfield Inn Los Alamitos Market,PC11081,14.0,46.2,0.0,0.0,9.0,4.86,-14.0,-23.0
Fairfield Inn Los Alamitos Market,PC11091,17.0,59.5,0.0,0.0,11.0,13.049999999999999,-17.0,-28.0
Fairfield Inn Los Alamitos Market,PC11092,7.0,38.22,0.0,0.0,5.0,8.85,-7.0,-12.0
Fairfield Inn Los Alamitos Market,PC11156,38.0,167.96,0.0,0.0,25.0,26.23,-38.0,-63.0
Fairfield Inn Los Alamitos Market,PC14014,8.0,79.92,0.0,0.0,8.0,29.68,-8.0,-16.0
Fairfield Inn Los Alamitos Market,PC14015,377.0,1335.55,0.0,0.0,222.0,148.11,-377.0,-599.0
Fairfield Inn Los Alamitos Market,PC16264,11.0,48.25,0.0,0.0,12.0,18.46,-11.0,-23.0
Fairfield Inn Los Alamitos Market,PC16271,13.0,44.65,0.0,0.0,49.0,65.27,-13.0,-62.0
Fairfield Inn Los Alamitos Market,PC16506,3.0,10.5,0.0,0.0,7.0,8.75,-3.0,-10.0
Fairfield Inn Los Alamitos Market,PC16533,27.0,88.5475,0.0,0.0,19.0,19.14,-27.0,-46.0
Fairfield Inn Los Alamitos Market,PC16535,10.0,32.79,0.0,0.0,5.0,3.9699999999999998,-10.0,-15.0
Fairfield Inn Los Alamitos Market,PC19048,6.0,24.0,0.0,0.0,3.0,5.699999999999999,-6.0,-9.0
Fairfield Inn Los Alamitos Market,PC21186,8.0,79.92,0.0,0.0,5.0,18.55,-8.0,-13.0
Fairfield Inn Los Alamitos Market,PC21222,21.0,95.55,0.0,0.0,19.0,29.169999999999998,-21.0,-40.0
Fairfield Inn Los Alamitos Market,PC21853,38.0,228.0,0.0,0.0,13.0,31.400000000000002,-38.0,-51.0
Fairfield Inn Los Alamitos Market,PC21854,8.0,40.4,0.0,0.0,96.0,111.43,-8.0,-104.0
Fairfield Inn Los Alamitos Market,PC21863,4.0,21.8475,0.0,0.0,8.0,20.24,-4.0,-12.0
Fairfield Inn/TownePlace Suites Barstow,AVR00140,20.0,117.75,0.0,0.0,10.0,13.27,-20.0,-30.0
Fairfield Inn/TownePlace Suites Barstow,AVR00141,21.0,123.0,0.0,0.0,4.0,5.36,-21.0,-25.0
Fairfield Inn/TownePlace Suites Barstow,AVR00144,32.0,189.0,0.0,0.0,9.0,11.97,-32.0,-41.0
Fairfield Inn/TownePlace Suites Barstow,AVR00145,19.0,112.5,0.0,0.0,10.0,13.100000000000001,-19.0,-29.0
Fairfield Inn/TownePlace Suites Barstow,AVR00147,22.0,131.25,0.0,0.0,19.0,25.270000000000003,-22.0,-41.0
Fairfield Inn/TownePlace Suites Barstow,AVR00148,10.0,59.75,0.0,0.0,10.0,12.94,-10.0,-20.0
Fairfield Inn/TownePlace Suites Barstow,AVR00150,9.0,47.699999999999996,0.0,0.0,7.0,10.58,-9.0,-16.0
Fairfield Inn/TownePlace Suites Barstow,AVR00156,50.0,325.0,0.0,0.0,7.0,16.87,-50.0,-57.0
Fairfield Inn/TownePlace Suites Barstow,AVR00601,17.0,99.75,0.0,0.0,25.0,32.39,-17.0,-42.0
Fairfield Inn/TownePlace Suites Barstow,AVR09658,15.0,72.7538,0.0,0.0,5.0,5.25,-15.0,-20.0
Fairfield Inn/TownePlace Suites Barstow,AVR11112,7.0,45.0,0.0,0.0,0.0,0.0,-7.0,-7.0
Fairfield Inn/TownePlace Suites Barstow,AVR14634,19.0,74.0,0.0,0.0,11.0,12.93,-19.0,-30.0
Fairfield Inn/TownePlace Suites Barstow,AVR14655,26.0,126.849,0.0,0.0,5.0,6.35,-26.0,-31.0
Fairfield Inn/TownePlace Suites Barstow,AVR14918,222.0,1573.3999999999999,0.0,0.0,51.0,97.5,-222.0,-273.0
Fairfield Inn/TownePlace Suites Barstow,AVR15125,5.0,27.5,0.0,0.0,1.0,1.8,-5.0,-6.0
Fairfield Inn/TownePlace Suites Barstow,AVR16059,17.0,70.5,0.0,0.0,4.0,3.36,-17.0,-21.0
Fairfield Inn/TownePlace Suites Barstow,AVR16128,1.0,9.24,0.0,0.0,0.0,0.0,-1.0,-1.0
Fairfield Inn/TownePlace Suites Barstow,AVR17147,19.0,93.0676,0.0,0.0,8.0,8.36,-19.0,-27.0
Fairfield Inn/TownePlace Suites Barstow,AVR17246,47.0,313.7031,0.0,0.0,7.0,12.46,-47.0,-54.0
Fairfield Inn/TownePlace Suites Barstow,AVR17394,5.0,29.37,0.0,0.0,1.0,1.05,-5.0,-6.0
Fairfield Inn/TownePlace Suites Barstow,AVR17700,41.0,281.55,0.0,0.0,3.0,8.25,-41.0,-44.0
Fairfield Inn/TownePlace Suites Barstow,AVR17707,0.0,0.0,0.0,0.0,3.0,4.8,0.0,-3.0
Fairfield Inn/TownePlace Suites Barstow,AVR17709,21.0,277.21,0.0,0.0,0.0,0.0,-21.0,-21.0
Fairfield Inn/TownePlace Suites Barstow,AVR18526,20.0,108.25,0.0,0.0,1.0,1.61,-20.0,-21.0
Fairfield Inn/TownePlace Suites Barstow,AVR18758,32.0,216.0,0.0,0.0,15.0,44.550000000000004,-32.0,-47.0
Fairfield Inn/TownePlace Suites Barstow,AVR18805,2.0,25.0163,0.0,0.0,0.0,0.0,-2.0,-2.0
Fairfield Inn/TownePlace Suites Barstow,AVR19406,11.0,81.5,0.0,0.0,0.0,0.0,-11.0,-11.0
Fairfield Inn/TownePlace Suites Barstow,AVR19407,12.0,96.0,0.0,0.0,3.0,12.03,-12.0,-15.0
Fairfield Inn/TownePlace Suites Barstow,AVR19413,2.0,9.75,0.0,0.0,2.0,1.86,-2.0,-4.0
Fairfield Inn/TownePlace Suites Barstow,AVR19510,11.0,65.5,0.0,0.0,9.0,11.97,-11.0,-20.0
Fairfield Inn/TownePlace Suites Barstow,AVR19511,16.0,94.25,0.0,0.0,10.0,13.22,-16.0,-26.0
Fairfield Inn/TownePlace Suites Barstow,AVR19515,5.0,145.66570000000002,0.0,0.0,1.0,5.31,-5.0,-6.0
Fairfield Inn/TownePlace Suites Barstow,AVR19517,9.0,213.0307,0.0,0.0,2.0,18.04,-9.0,-11.0
Fairfield Inn/TownePlace Suites Barstow,AVR19716,2.0,58.7,0.0,0.0,0.0,0.0,-2.0,-2.0
Fairfield Inn/TownePlace Suites Barstow,AVR19999,26.0,126.31280000000001,0.0,0.0,9.0,9.45,-26.0,-35.0
Fairfield Inn/TownePlace Suites Barstow,AVR20000,15.0,66.5,0.0,0.0,0.0,0.0,-15.0,-15.0
Fairfield Inn/TownePlace Suites Barstow,AVR20474,9.0,53.75,0.0,0.0,7.0,9.31,-9.0,-16.0
Fairfield Inn/TownePlace Suites Barstow,AVR22118,6.0,31.5,0.0,0.0,10.0,18.0,-6.0,-16.0
Fairfield Inn/TownePlace Suites Barstow,AVR23097,21.0,115.5,0.0,0.0,2.0,3.02,-21.0,-23.0
Fairfield Inn/TownePlace Suites Barstow,PC00889,26.0,97.5,0.0,0.0,5.0,5.85,-26.0,-31.0
Fairfield Inn/TownePlace Suites Barstow,PC10725,49.0,262.95,0.0,0.0,5.0,6.59,-49.0,-54.0
Fairfield Inn/TownePlace Suites Barstow,PC10793,70.0,339.108,0.0,0.0,7.0,8.95,-70.0,-77.0
Fairfield Inn/TownePlace Suites Barstow,PC10798,25.0,150.5,0.0,0.0,14.0,18.76,-25.0,-39.0
Fairfield Inn/TownePlace Suites Barstow,PC10808,18.0,118.9031,0.0,0.0,4.0,6.390000000000001,-18.0,-22.0
Fairfield Inn/TownePlace Suites Barstow,PC10811,40.0,266.2931,0.0,0.0,2.0,3.22,-40.0,-42.0
Fairfield Inn/TownePlace Suites Barstow,PC10812,23.0,112.0171,0.0,0.0,1.0,1.05,-23.0,-24.0
Fairfield Inn/TownePlace Suites Barstow,PC10821,46.0,224.2947,0.0,0.0,26.0,27.130000000000003,-46.0,-72.0
Fairfield Inn/TownePlace Suites Barstow,PC10825,29.0,192.0618,0.0,0.0,2.0,3.56,-29.0,-31.0
Fairfield Inn/TownePlace Suites Barstow,PC10827,21.0,137.8262,0.0,0.0,0.0,0.0,-21.0,-21.0
Fairfield Inn/TownePlace Suites Barstow,PC10831,13.0,80.14999999999999,0.0,0.0,2.0,2.7,-13.0,-15.0
Fairfield Inn/TownePlace Suites Barstow,PC10832,13.0,80.14999999999999,0.0,0.0,0.0,0.0,-13.0,-13.0
Fairfield Inn/TownePlace Suites Barstow,PC10850,19.0,124.807,0.0,0.0,1.0,1.75,-19.0,-20.0
Fairfield Inn/TownePlace Suites Barstow,PC10851,3.0,16.5,0.0,0.0,11.0,9.46,-3.0,-14.0
Fairfield Inn/TownePlace Suites Barstow,PC10852,3.0,19.8488,0.0,0.0,0.0,0.0,-3.0,-3.0
Fairfield Inn/TownePlace Suites Barstow,PC10856,3.0,17.0,0.0,0.0,4.0,9.38,-3.0,-7.0
Fairfield Inn/TownePlace Suites Barstow,PC10866,6.0,37.5344,0.0,0.0,8.0,18.0,-6.0,-14.0
Fairfield Inn/TownePlace Suites Barstow,PC10874,5.0,21.25,0.0,0.0,4.0,3.7,-5.0,-9.0
Fairfield Inn/TownePlace Suites Barstow,PC10880,2.0,13.0,0.0,0.0,0.0,0.0,-2.0,-2.0
Fairfield Inn/TownePlace Suites Barstow,PC10881,5.0,31.25,0.0,0.0,0.0,0.0,-5.0,-5.0
Fairfield Inn/TownePlace Suites Barstow,PC10882,5.0,20.0,0.0,0.0,2.0,2.16,-5.0,-7.0
Fairfield Inn/TownePlace Suites Barstow,PC10894,10.0,33.75,0.0,0.0,2.0,0.94,-10.0,-12.0
Fairfield Inn/TownePlace Suites Barstow,PC10895,4.0,13.5,0.0,0.0,7.0,3.43,-4.0,-11.0
Fairfield Inn/TownePlace Suites Barstow,PC10897,7.0,57.6308,0.0,0.0,2.0,6.06,-7.0,-9.0
Fairfield Inn/TownePlace Suites Barstow,PC10899,7.0,34.5,0.0,0.0,2.0,2.21,-7.0,-9.0
Fairfield Inn/TownePlace Suites Barstow,PC10901,3.0,14.75,0.0,0.0,4.0,5.77,-3.0,-7.0
Fairfield Inn/TownePlace Suites Barstow,PC10904,4.0,26.12,0.0,0.0,0.0,0.0,-4.0,-4.0
Fairfield Inn/TownePlace Suites Barstow,PC10905,1.0,6.53,0.0,0.0,2.0,2.06,-1.0,-3.0
Fairfield Inn/TownePlace Suites Barstow,PC10907,23.0,177.229,0.0,0.0,2.0,2.82,-23.0,-25.0
Fairfield Inn/TownePlace Suites Barstow,PC10909,11.0,72.327,0.0,0.0,0.0,0.0,-11.0,-11.0
Fairfield Inn/TownePlace Suites Barstow,PC10937,7.0,27.75,0.0,0.0,1.0,0.78,-7.0,-8.0
Fairfield Inn/TownePlace Suites Barstow,PC10938,8.0,31.0,0.0,0.0,0.0,0.0,-8.0,-8.0
Fairfield Inn/TownePlace Suites Barstow,PC10939,2.0,7.75,0.0,0.0,1.0,1.25,-2.0,-3.0
Fairfield Inn/TownePlace Suites Barstow,PC10941,17.0,120.25,0.0,0.0,6.0,14.22,-17.0,-23.0
Fairfield Inn/TownePlace Suites Barstow,PC10943,13.0,79.1326,0.0,0.0,0.0,0.0,-13.0,-13.0
Fairfield Inn/TownePlace Suites Barstow,PC10944,6.0,41.318799999999996,0.0,0.0,5.0,14.65,-6.0,-11.0
Fairfield Inn/TownePlace Suites Barstow,PC10946,20.0,78.25,0.0,0.0,4.0,2.44,-20.0,-24.0
Fairfield Inn/TownePlace Suites Barstow,PC10947,6.0,23.75,0.0,0.0,2.0,1.22,-6.0,-8.0
Fairfield Inn/TownePlace Suites Barstow,PC10955,24.0,130.75,0.0,0.0,7.0,13.350000000000001,-24.0,-31.0
Fairfield Inn/TownePlace Suites Barstow,PC10958,8.0,31.0,0.0,0.0,0.0,0.0,-8.0,-8.0
Fairfield Inn/TownePlace Suites Barstow,PC10959,28.0,109.5,0.0,0.0,0.0,0.0,-28.0,-28.0
Fairfield Inn/TownePlace Suites Barstow,PC10968,10.0,54.5,0.0,0.0,1.0,1.48,-10.0,-11.0
Fairfield Inn/TownePlace Suites Barstow,PC10969,4.0,21.5,0.0,0.0,1.0,1.48,-4.0,-5.0
Fairfield Inn/TownePlace Suites Barstow,PC10971,26.0,140.5,0.0,0.0,0.0,0.0,-26.0,-26.0
Fairfield Inn/TownePlace Suites Barstow,PC10972,9.0,34.0,0.0,0.0,0.0,0.0,-9.0,-9.0
Fairfield Inn/TownePlace Suites Barstow,PC10984,33.0,128.25,0.0,0.0,6.0,7.02,-33.0,-39.0
Fairfield Inn/TownePlace Suites Barstow,PC10986,15.0,58.75,0.0,0.0,10.0,11.7,-15.0,-25.0
Fairfield Inn/TownePlace Suites Barstow,PC10989,20.0,74.5,0.0,0.0,2.0,1.22,-20.0,-22.0
Fairfield Inn/TownePlace Suites Barstow,PC10990,11.0,41.25,0.0,0.0,5.0,3.05,-11.0,-16.0
Fairfield Inn/TownePlace Suites Barstow,PC10997,29.0,115.75,0.0,0.0,6.0,4.56,-29.0,-35.0
Fairfield Inn/TownePlace Suites Barstow,PC11005,5.0,30.1794,0.0,0.0,2.0,2.22,-5.0,-7.0
Fairfield Inn/TownePlace Suites Barstow,PC11007,3.0,10.5,0.0,0.0,4.0,1.92,-3.0,-7.0
Fairfield Inn/TownePlace Suites Barstow,PC11008,3.0,10.25,0.0,0.0,2.0,1.0,-3.0,-5.0
Fairfield Inn/TownePlace Suites Barstow,PC11010,33.0,277.5,0.0,0.0,1.0,2.41,-33.0,-34.0
Fairfield Inn/TownePlace Suites Barstow,PC11011,13.0,62.0,0.0,0.0,6.0,8.4,-13.0,-19.0
Fairfield Inn/TownePlace Suites Barstow,PC11013,16.0,77.0,0.0,0.0,1.0,1.4,-16.0,-17.0
Fairfield Inn/TownePlace Suites Barstow,PC11015,15.0,69.0,0.0,0.0,1.0,1.4,-15.0,-16.0
Fairfield Inn/TownePlace Suites Barstow,PC11020,11.0,70.1694,0.0,0.0,1.0,2.28,-11.0,-12.0
Fairfield Inn/TownePlace Suites Barstow,PC11021,5.0,42.67,0.0,0.0,0.0,0.0,-5.0,-5.0
Fairfield Inn/TownePlace Suites Barstow,PC11028,5.0,29.3694,0.0,0.0,0.0,0.0,-5.0,-5.0
Fairfield Inn/TownePlace Suites Barstow,PC11035,11.0,42.75,0.0,0.0,1.0,0.77,-11.0,-12.0
Fairfield Inn/TownePlace Suites Barstow,PC11038,14.0,59.0,0.0,0.0,8.0,5.96,-14.0,-22.0
Fairfield Inn/TownePlace Suites Barstow,PC11039,9.0,38.25,0.0,0.0,3.0,2.25,-9.0,-12.0
Fairfield Inn/TownePlace Suites Barstow,PC11042,25.0,134.0,0.0,0.0,5.0,4.8,-25.0,-30.0
Fairfield Inn/TownePlace Suites Barstow,PC11043,32.0,125.5,0.0,0.0,5.0,6.02,-32.0,-37.0
Fairfield Inn/TownePlace Suites Barstow,PC11045,5.0,19.75,0.0,0.0,3.0,1.75,-5.0,-8.0
Fairfield Inn/TownePlace Suites Barstow,PC11054,1.0,9.24,0.0,0.0,0.0,0.0,-1.0,-1.0
Fairfield Inn/TownePlace Suites Barstow,PC11061,15.0,58.0,0.0,0.0,4.0,4.68,-15.0,-19.0
Fairfield Inn/TownePlace Suites Barstow,PC11062,15.0,59.5,0.0,0.0,12.0,14.04,-15.0,-27.0
Fairfield Inn/TownePlace Suites Barstow,PC11064,36.0,194.5,0.0,0.0,6.0,6.6,-36.0,-42.0
Fairfield Inn/TownePlace Suites Barstow,PC11068,9.0,35.0,0.0,0.0,10.0,11.709999999999999,-9.0,-19.0
Fairfield Inn/TownePlace Suites Barstow,PC11073,5.0,55.99,0.0,0.0,0.0,0.0,-5.0,-5.0
Fairfield Inn/TownePlace Suites Barstow,PC11074,7.0,78.23,0.0,0.0,4.0,13.2,-7.0,-11.0
Fairfield Inn/TownePlace Suites Barstow,PC11078,2.0,18.483800000000002,0.0,0.0,0.0,0.0,-2.0,-2.0
Fairfield Inn/TownePlace Suites Barstow,PC11081,9.0,35.25,0.0,0.0,1.0,0.54,-9.0,-10.0
Fairfield Inn/TownePlace Suites Barstow,PC11087,3.0,24.19,0.0,0.0,0.0,0.0,-3.0,-3.0
Fairfield Inn/TownePlace Suites Barstow,PC11088,4.0,18.25,0.0,0.0,1.0,0.88,-4.0,-5.0
Fairfield Inn/TownePlace Suites Barstow,PC11091,17.0,67.0,0.0,0.0,3.0,3.59,-17.0,-20.0
Fairfield Inn/TownePlace Suites Barstow,PC11092,9.0,55.4838,0.0,0.0,1.0,1.77,-9.0,-10.0
Fairfield Inn/TownePlace Suites Barstow,PC11101,7.0,28.75,0.0,0.0,1.0,0.67,-7.0,-8.0
Fairfield Inn/TownePlace Suites Barstow,PC11156,32.0,155.9571,0.0,0.0,10.0,10.49,-32.0,-42.0
Fairfield Inn/TownePlace Suites Barstow,PC14013,13.0,67.89999999999999,0.0,0.0,0.0,0.0,-13.0,-13.0
Fairfield Inn/TownePlace Suites Barstow,PC14014,2.0,22.5,0.0,0.0,0.0,0.0,-2.0,-2.0
Fairfield Inn/TownePlace Suites Barstow,PC14015,108.0,505.9,0.0,0.0,71.0,47.38,-108.0,-179.0
Fairfield Inn/TownePlace Suites Barstow,PC14016,19.0,115.7,0.0,0.0,1.0,1.34,-19.0,-20.0
Fairfield Inn/TownePlace Suites Barstow,PC14364,12.0,41.0,0.0,0.0,2.0,0.72,-12.0,-14.0
Fairfield Inn/TownePlace Suites Barstow,PC16264,3.0,15.399999999999999,0.0,0.0,4.0,6.16,-3.0,-7.0
Fairfield Inn/TownePlace Suites Barstow,PC16271,21.0,127.8,0.0,0.0,4.0,5.32,-21.0,-25.0
Fairfield Inn/TownePlace Suites Barstow,PC16483,10.0,54.0,0.0,0.0,7.0,12.95,-10.0,-17.0
Fairfield Inn/TownePlace Suites Barstow,PC16501,6.0,67.24,0.0,0.0,0.0,0.0,-6.0,-6.0
Fairfield Inn/TownePlace Suites Barstow,PC16506,4.0,16.0,0.0,0.0,1.0,1.25,-4.0,-5.0
Fairfield Inn/TownePlace Suites Barstow,PC16533,84.0,317.4201,0.0,0.0,2.0,1.1,-84.0,-86.0
Fairfield Inn/TownePlace Suites Barstow,PC16535,31.0,116.6903,0.0,0.0,2.0,1.1,-31.0,-33.0
Fairfield Inn/TownePlace Suites Barstow,PC19076,51.0,248.5141,0.0,0.0,29.0,37.12,-51.0,-80.0
Fairfield Inn/TownePlace Suites Barstow,PC21186,13.0,144.95,0.0,0.0,5.0,18.55,-13.0,-18.0
Fairfield Inn/TownePlace Suites Barstow,PC21222,11.0,58.05,0.0,0.0,2.0,3.0700000000000003,-11.0,-13.0
Fairfield Inn/TownePlace Suites Barstow,PC21853,54.0,347.0,0.0,0.0,28.0,67.57000000000001,-54.0,-82.0
Fairfield Inn/TownePlace Suites Barstow,PC21854,34.0,201.7,0.0,0.0,6.0,6.96,-34.0,-40.0
Fairfield Inn/TownePlace Suites Barstow,PC21863,7.0,44.07,0.0,0.0,1.0,2.53,-7.0,-8.0
Fairfield by Marriott Anaheim North-Buena Park,AVR00140,18.0,103.5,0.0,0.0,12.0,15.84,-18.0,-30.0
Fairfield by Marriott Anaheim North-Buena Park,AVR00141,7.0,40.25,0.0,0.0,2.0,2.68,-7.0,-9.0
Fairfield by Marriott Anaheim North-Buena Park,AVR00144,9.0,51.75,0.0,0.0,29.0,38.57,-9.0,-38.0
