,,,,,,,,,Ultraserv Automated Services
,,,,,,,,,"16722 Parkside Ave, "
,,,,,,,,,"Cerritos, CA, 90703"
Stock Analysis Report,,,,,,,,,
,,,,,,,,,
,,,,,,,,,Report Date
,,,,,,,,,12-03-2025 20:40:47 PST
,,,,,,,,,
Customer/Location,Micromarket,Category,Product,Total Quantity,Max Quantity,Quantity In Percentage,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Candy,Skittles Fruit,18,24,75,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Candy,Skittles Sour,19,24,79.17,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Candy,Sour Patch Kids,0,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Candy,Twix Caramel,21,24,87.5,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Candy,Welchs Mixed Fruit Snack 2.25oz,17,24,70.83,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Candy,Life Saver Gummies 5 Flavor Peg 7oz,15,20,75,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Candy,Reeses Pieces Peanut Butter Cups,0,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Candy,Sour Patch Kids Watermelon,0,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Candy,Sanders Mini Dark Chocolate Sea Salt Caramels 3.75oz,10,16,62.5,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Souvenirs Disney,Disney Aluminum Water Bottle RG Rubiks White,11,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Souvenirs Disney,Disney Aluminum Water Bottle RG Sunset Mickey and Minnie,12,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Souvenirs Disney,Disney Hat Adult RG Stitch Collegiate,6,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Souvenirs Disney,Disney Hat Adult RG Minnie Glitter Ears Black,0,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Souvenirs Disney,Disney Hat Adult RG Mickey Hears Black,0,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Souvenirs Disney,Disney Hat Adult RG Ear Stitch Blue,0,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Souvenirs Disney,Disney Hat Adult RG Baywatch Mickey Beach Sunrise,8,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Souvenirs Disney,Disney Hat Adult RG Mickey Logo Grey Shimmer,8,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Souvenirs Disney,Disney Hat Youth RG Mickey Comics Background,0,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Souvenirs Disney,Disney Hat Youth RG Mic Peek Ears,0,0,0,,,
Anaheim Desert Inn and Suites ,Anaheim Desert Inn and Suites,Souvenirs Disney,"Disney Plush Extra Large 25"" RG Red Minnie",4,0,0,,,
